dataset,method,repeat,n,auc,f1,brier,ece,log_loss,calibration_intercept,calibration_slope
nhanes_dm,RuleFit,9,13731,0.8099183888597941,0.4591709413558852,0.10797450997552382,0.007736949755717214,0.3481027299457292,-0.01202124013311864,0.981872823357622
nhanes_dm,XGBoost,0,13731,0.8281619381091141,0.4834680382072006,0.10442980700726498,0.011451991359772746,0.33685740056991176,-0.00279954177219145,1.021429612126743
nhanes_dm,XGBoost,1,13731,0.8298462639295737,0.48180391037533893,0.10420345229773699,0.012415938423218876,0.3357754930439826,0.058364972778799554,1.0484563012778125
nhanes_dm,XGBoost,2,13731,0.8305679408625769,0.4780435076341035,0.10413244594484608,0.01050100941314217,0.33501427050820776,0.042223596738886315,1.0230376688302507
nhanes_dm,XGBoost,3,13731,0.8275036864172947,0.47316599639439744,0.10458667772276174,0.00671040853805553,0.33669205083207926,0.011560805632140451,1.0011734355937258
nhanes_dm,XGBoost,4,13731,0.8288384939978221,0.48056439341541013,0.10454026899602509,0.01823791270638651,0.33682350298234554,0.14786508800288434,1.133828939622222
nhanes_dm,XGBoost,5,13731,0.8286146872236386,0.4703982777179763,0.10501411199849071,0.011005223529416687,0.3368733165898273,-0.02727895883321852,0.9765053747129391
nhanes_dm,XGBoost,6,13731,0.8296201191739099,0.4804581245526127,0.10426285086403633,0.006279542536473822,0.33549160894154323,-0.03626237897912142,0.9896067308265829
nhanes_dm,XGBoost,7,13731,0.8278476894188634,0.47534132070214546,0.10422196351323158,0.0074561840525139405,0.3362496543315039,0.006688786276821609,1.008128830828143
nhanes_dm,XGBoost,8,13731,0.8287715717757917,0.48178197374243986,0.10432377980004491,0.008219637512528518,0.33605826096980623,-0.040715500434425456,0.9828800075204998
nhanes_dm,XGBoost,9,13731,0.8280830861867099,0.4779495990836197,0.10457884195191183,0.010308856993309192,0.33642139871499144,0.02066372934053767,1.0037078622070188
pidd,BRL,0,768,0.784365671641791,0.6469500924214417,0.17850981987902084,0.04908748208321309,0.5347542693071585,0.013439499842228307,0.9565373866660788
pidd,BRL,1,768,0.7612089552238807,0.6055646481178396,0.184067535736514,0.029099847348103072,0.5488110521557336,-0.13593659290881682,0.8270306428226497
pidd,BRL,2,768,0.7656940298507462,0.6196721311475409,0.18276728624408323,0.022456860021782443,0.5432835369814227,0.09529033768245333,1.0905606599400788
pidd,BRL,3,768,0.7573134328358209,0.6103286384976526,0.18605726834767503,0.05701695445157101,0.5593161759500807,-0.044468191437699645,0.9776881382210734
pidd,BRL,4,768,0.7576231343283583,0.6320907617504052,0.181305918435677,0.0467588668308926,0.5457739373076472,-0.020148882761732566,0.9621915672796137
pidd,BRL,5,768,0.745179104477612,0.602112676056338,0.1851274684609628,0.037181007465712484,0.5540969857382193,-0.03379344202885166,0.9683777209525068
