dataset,repeat,fold,iteration,validation_auc,validation_nll,ess_before_resampling,resampled,mh_proposals,mh_acceptances,acceptance_rate,unique_rule_count
nhanes_dm,2,1,4,0.7398645174023143,0.4835297913518573,19.14908502105107,0,0,0,,20
nhanes_dm,2,1,5,0.739797804592621,0.4833507936369097,19.146975858955773,0,0,0,,20
nhanes_dm,2,1,6,0.7408346328432722,0.4818436605565707,19.20175454170749,0,0,0,,20
nhanes_dm,2,1,7,0.7405650019040948,0.4815998614435459,19.198462493663108,0,0,0,,20
nhanes_dm,2,2,1,0.6610530617010099,0.4374326189567361,19.376840834341102,0,0,0,,20
nhanes_dm,2,2,2,0.6595409046812934,0.4376081499668294,19.39444462644877,0,0,0,,20
nhanes_dm,2,2,3,0.6585958065439705,0.4375210682549615,19.391178454515096,0,0,0,,20
nhanes_dm,2,2,4,0.6588793359851676,0.4374720516822533,19.356384824196454,0,0,0,,20
nhanes_dm,2,3,1,0.6784150704237097,0.4806484721994402,19.06206213623239,0,0,0,,20
nhanes_dm,2,3,2,0.6781343206829169,0.4798737617233032,19.09365239935024,0,0,0,,20
nhanes_dm,2,3,3,0.677975877759895,0.4799524663527557,19.081932755941757,0,0,0,,20
nhanes_dm,2,3,4,0.679474136277592,0.4790763307767596,19.165037035639315,0,0,0,,20
nhanes_dm,2,3,5,0.6799161086418106,0.4787651155582554,19.164632559448403,0,0,0,,20
nhanes_dm,2,3,6,0.680488726925012,0.478376899459743,19.190650722542625,0,0,0,,20
nhanes_dm,2,3,7,0.6809751744956928,0.4776515396952647,19.22700066368728,0,0,0,,20
nhanes_dm,2,3,8,0.682490111215813,0.476411806998559,19.274499018157208,0,0,0,,20
nhanes_dm,2,3,9,0.6826791308432778,0.4765394557885228,19.26572031099884,0,0,0,,20
nhanes_dm,2,3,10,0.6825318067218715,0.476194338758818,19.28843682987393,0,0,0,,20
nhanes_dm,2,3,11,0.682820895563876,0.4758970908780514,19.27240481803137,0,0,0,,20
nhanes_dm,2,4,1,0.7745885058745289,0.5062765645337378,18.86935833613514,0,0,0,,20
