variant,repeat,fold,training_time_seconds,rule_count,average_condition_length,auc,f1,brier,ece,log_loss,calibration_intercept,calibration_slope
Full EBRO-MH,7,4,3.2988560149997284,20,1.8,0.7320161696917317,0.37361477572559365,0.12143640099177096,0.02574395102107616,0.39294438741937093,0.03473856971551723,1.0482273916506264
Uniform prior,7,4,2.166753800999686,20,1.95,0.7103185321233074,0.39077809798270896,0.12392042614140251,0.014865340156651918,0.4030918686937119,-0.0415156496356723,0.9945286551561946
Without MH rejuvenation,7,4,3.79651808699964,20,1.8,0.7320161696917317,0.37361477572559365,0.12143640099177096,0.02574395102107616,0.39294438741937093,0.03473856971551723,1.0482273916506264
Single best rule,7,4,4.319021461000375,20,1.8,0.5730847258234899,0.30342205323193916,0.13023756323313052,0.004186850270869945,0.42468232978094506,-0.16480014898850043,0.9059310866731045
Full EBRO-MH,7,5,3.9461274160003086,20,1.8,0.7139263020583246,0.38740157480314963,0.12141268071537414,0.01436940545239861,0.3962639274606644,-0.11339115733154187,0.8954410682578805
Uniform prior,7,5,2.0493737099995997,20,1.95,0.7285219397227825,0.4036850921273032,0.11995752645791408,0.014957069555350842,0.3913712370760546,0.1793199165266722,1.0908617712036248
Without MH rejuvenation,7,5,3.143618295000124,20,1.8,0.7139263020583246,0.38740157480314963,0.12141268071537414,0.01436940545239861,0.3962639274606644,-0.11339115733154187,0.8954410682578805
Single best rule,7,5,3.0679235930001596,20,1.8,0.5875878309164827,0.30867709815078237,0.13028227977198267,0.008089012802450987,0.4268728769841614,0.3336460894094514,1.2073337765690995
Full EBRO-MH,8,1,3.0639098910005487,20,1.85,0.718638531201782,0.3801749271137026,0.12264434468467585,0.028871633105550628,0.39784810575590557,0.015134323638149667,1.0279404501106881
Uniform prior,8,1,1.8640051640004458,20,1.9,0.7338322211820407,0.39215686274509803,0.1211780834481376,0.025266631192022587,0.39349615299990665,-0.08995707562181865,0.9549500149006723
Without MH rejuvenation,8,1,3.098924404000172,20,1.85,0.718638531201782,0.3801749271137026,0.12264434468467585,0.028871633105550628,0.39784810575590557,0.015134323638149667,1.0279404501106881
Single best rule,8,1,2.9204922740000256,20,1.85,0.5871425263632754,0.30847212165097754,0.13055225291130468,0.011696749204853614,0.42765078348025704,0.5102228406652,1.3200075260958846
Full EBRO-MH,8,2,2.864787337999587,20,1.8,0.7457906860410433,0.37342727730246605,0.11842768893863623,0.02192717368027447,0.38551238675374994,0.08057666819451599,1.041199436228371
Uniform prior,8,2,1.5708058789996358,20,1.85,0.7439969286960237,0.41046831955922863,0.11792982067480737,0.016376693369806336,0.3849883332913108,0.2999723584728081,1.1963199906375843
Without MH rejuvenation,8,2,2.8520436349999727,20,1.8,0.7457906860410433,0.37342727730246605,0.11842768893863623,0.02192717368027447,0.38551238675374994,0.08057666819451599,1.041199436228371
Single best rule,8,2,2.918614569000056,20,1.8,0.5838997173321991,0.3051337671728127,0.13068961151122496,0.00806782123754195,0.42811650808979435,-0.22575064566264827,0.8522332213710418
Full EBRO-MH,8,3,2.576435846000095,20,1.75,0.6636757397938552,0.3342036553524804,0.1246308570458232,0.014708149314090906,0.409471956697912,-0.17793786893192048,0.908515862509415
Uniform prior,8,3,3.156641658000808,20,1.7,0.7498225213648332,0.3994828700711054,0.11881850944776656,0.02013314985966086,0.3862006653438449,0.0689274798706048,1.0622837709519064
Without MH rejuvenation,8,3,2.7509987349994844,20,1.75,0.6636757397938552,0.3342036553524804,0.1246308570458232,0.014708149314090906,0.409471956697912,-0.17793786893192048,0.908515862509415
Single best rule,8,3,3.258008900999812,20,1.75,0.5348761743294502,0.27299703264094954,0.13261710562184928,0.0018721725410206225,0.43504189867149606,-0.6680698272461492,0.6035873549223608
Full EBRO-MH,8,4,4.529904232999797,20,1.8,0.7106646539581933,0.38794435857805254,0.12424040106379884,0.028808886660159006,0.4010687822977511,-0.1472809784142683,0.907638290504866
Uniform prior,8,4,2.996617397000591,20,1.85,0.704327923429047,0.36515912897822445,0.12590403744776674,0.03967561360689259,0.40728867635793664,-0.2564127875572183,0.8520344641059044
Without MH rejuvenation,8,4,4.410648496999784,20,1.8,0.7106646539581933,0.38794435857805254,0.12424040106379884,0.028808886660159006,0.4010687822977511,-0.1472809784142683,0.907638290504866
Single best rule,8,4,5.0358512889997655,20,1.8,0.5410924645475208,0.2861423220973783,0.13183718114333093,0.00022826124884031684,0.4321992955785877,0.7089853855229189,1.4272520177439907
Full EBRO-MH,8,5,3.920158170999457,20,1.8,0.7601010555715613,0.39882005899705014,0.11405208313139323,0.012607437762669328,0.3736673272934874,0.05700514594838549,1.042551577752929
Uniform prior,8,5,2.1321457450003436,20,1.8,0.7519902005505938,0.3903077930582842,0.11524741705672177,0.012575006155859656,0.3777365833388709,-0.09079449196287907,0.9464831508956946
Without MH rejuvenation,8,5,3.503070194000429,20,1.8,0.7601010555715613,0.39882005899705014,0.11405208313139323,0.012607437762669328,0.3736673272934874,0.05700514594838549,1.042551577752929
Single best rule,8,5,4.230808487000104,20,1.8,0.68772808028426,0.4106145251396648,0.12190472684055424,0.00541103500044683,0.39644715388197,0.0955648393130069,1.0605013434885355
Full EBRO-MH,9,1,2.6075893450006333,20,1.95,0.724947652705392,0.3890518084066471,0.12096764964308068,0.02157559148934709,0.3946088273881661,0.2203346365669008,1.1413366139026726
Uniform prior,9,1,1.613660211000024,20,2.0,0.7290970116631168,0.38181818181818183,0.12150994085557812,0.020701753335372948,0.3959554369671782,0.2529559362797139,1.158157725308351
Without MH rejuvenation,9,1,2.928161968000495,20,1.95,0.724947652705392,0.3890518084066471,0.12096764964308068,0.02157559148934709,0.3946088273881661,0.2203346365669008,1.1413366139026726
Single best rule,9,1,2.656465623999793,20,1.95,0.5397065956593163,0.2857142857142857,0.13207817441197164,0.0028588256221419098,0.4328621753294253,-0.2891919584965184,0.8209266530381776
Full EBRO-MH,9,2,3.079877447999934,20,1.8,0.7391862841715017,0.41605839416058393,0.11735734797776216,0.011987153444684803,0.38423908600523626,-0.02681589245016523,0.9874933120874457
Uniform prior,9,2,1.7303468270001758,20,1.85,0.7413674491702187,0.3780617678381257,0.11968862316006004,0.021265194986837505,0.38888147567872655,-0.03562826011961013,1.0019206177805855
Without MH rejuvenation,9,2,4.5350832859994625,20,1.8,0.7391862841715017,0.41605839416058393,0.11735734797776216,0.011987153444684803,0.38423908600523626,-0.02681589245016523,0.9874933120874457
Single best rule,9,2,3.655070298999817,20,1.8,0.5529715065664599,0.28527918781725886,0.13209276623509042,0.0006466989192412675,0.4330388997219869,-0.42922875321565407,0.7431073339423633
Full EBRO-MH,9,3,2.9276084220000484,20,1.6,0.7468710341887254,0.41496118560338746,0.11703209620323045,0.01434759799489956,0.38230923461329,0.16464547730124046,1.0948175886251317
Uniform prior,9,3,1.5702663820002272,20,1.85,0.7568712438681257,0.4217207334273625,0.11599842470156761,0.022404907716542265,0.3780449968061646,0.03323798530976506,1.0277637998460816
Without MH rejuvenation,9,3,2.9946304770001007,20,1.6,0.7468710341887254,0.41496118560338746,0.11703209620323045,0.01434759799489956,0.38230923461329,0.16464547730124046,1.0948175886251317
Single best rule,9,3,2.918749387999924,20,1.6,0.6902775656021943,0.4114441416893733,0.12203441725183084,0.006276329719052521,0.396197962975975,-0.11474083535578647,0.9508658887560294
Full EBRO-MH,9,4,2.50315172899991,20,1.8,0.7281603124299754,0.3702816057519473,0.11970349768760538,0.010434128770296954,0.3895160390686262,0.0595973439152859,1.0196419813865618
Uniform prior,9,4,1.440151710000464,20,1.8,0.7286844969429239,0.38596491228070173,0.12037414596814179,0.0334028436183934,0.39320740588415903,0.0670969318991163,1.0220148433269993
Without MH rejuvenation,9,4,2.743848218000494,20,1.8,0.7281603124299754,0.3702816057519473,0.11970349768760538,0.010434128770296954,0.3895160390686262,0.0595973439152859,1.0196419813865618
Single best rule,9,4,3.1812602400004835,20,1.8,0.5296424341368161,0.27942293090356873,0.13218304590857877,0.000636708117599416,0.43365168726420206,0.11444260295483824,1.0715154825326982
Full EBRO-MH,9,5,3.2063084450001043,20,1.85,0.7458815503057076,0.43070362473347545,0.11684207058202366,0.0132797056364567,0.38188479106873446,-0.04026466229029663,0.9688441777465422
Uniform prior,9,5,1.644591161999415,20,1.85,0.7429805291462594,0.3833902161547213,0.11963879376325176,0.017648963009022366,0.38845045915197346,-0.11352493054567782,0.9153218838803087
Without MH rejuvenation,9,5,3.023025387999951,20,1.85,0.7458815503057076,0.43070362473347545,0.11684207058202366,0.0132797056364567,0.38188479106873446,-0.04026466229029663,0.9688441777465422
Single best rule,9,5,4.334874102999493,20,1.85,0.557590271775665,0.28804902962206336,0.1317239334456894,0.0013435856252828338,0.4320045775252489,-0.42094096449635593,0.7406659967041689
