dataset,repeat,fold,rank,rule_text,predicted_class,posterior_weight,support_n,support_percent,positive_rate,posterior_inclusion_probability,condition_count,source,llm_confidence
pidd,1,4,3,IF blood_pressure >= 82 THEN high risk,1,0.06805970732708652,94,21.91142191142191,0.48936170212765956,0.05,1,quantile,
pidd,1,4,4,IF age >= 37 AND bmi >= 29.58 THEN high risk,1,0.06696074364673071,113,26.340326340326342,0.5929203539823009,0.05,2,quantile_conjunction,
pidd,1,4,5,IF glucose >= 129 AND pregnancies >= 3 THEN high risk,1,0.06367864222926446,95,22.144522144522146,0.6421052631578947,0.05,2,quantile_conjunction,
pidd,1,4,6,IF bmi >= 32.8 AND glucose >= 95 THEN high risk,1,0.05848190265747854,181,42.19114219114219,0.5303867403314917,0.05,2,quantile_conjunction,
pidd,1,4,7,IF skin_thickness >= 30 THEN high risk,1,0.05823744449740518,280,65.26806526806527,0.425,0.05,1,quantile,
pidd,1,4,8,IF bmi >= 38.34 AND skin_thickness >= 22.6 THEN high risk,1,0.05822571739004118,86,20.04662004662005,0.5116279069767442,0.05,2,quantile_conjunction,
pidd,1,4,9,IF glucose >= 106 AND insulin >= 145 THEN high risk,1,0.05789394724837411,76,17.715617715617714,0.5131578947368421,0.05,2,quantile_conjunction,
pidd,1,4,10,IF bmi >= 29.58 AND insulin >= 99.6 THEN high risk,1,0.05625552666211623,232,54.07925407925408,0.5086206896551724,0.05,2,quantile_conjunction,
pidd,1,4,11,IF pregnancies >= 5 THEN high risk,1,0.05623482139162192,154,35.8974358974359,0.5,0.05,1,quantile,
pidd,1,4,12,IF glucose >= 146 AND pregnancies >= 5 THEN high risk,1,0.053772749060157374,45,10.48951048951049,0.7555555555555555,0.05,2,quantile_conjunction,
pidd,1,4,13,IF diabetes_pedigree_function >= 0.517 AND insulin >= 145 THEN high risk,1,0.044241807147760444,46,10.722610722610723,0.6086956521739131,0.05,2,quantile_conjunction,
pidd,1,4,14,IF blood_pressure >= 76 AND bmi >= 34.82 THEN high risk,1,0.04396740606766762,83,19.34731934731935,0.5301204819277109,0.05,2,quantile_conjunction,
pidd,1,4,15,IF age >= 37 AND pregnancies >= 7 THEN high risk,1,0.04349714031857265,82,19.114219114219114,0.5487804878048781,0.05,2,quantile_conjunction,
pidd,1,4,16,IF age >= 37 AND insulin >= 99.6 THEN high risk,1,0.043186170853667154,144,33.56643356643357,0.5555555555555556,0.05,2,quantile_conjunction,
pidd,1,4,17,IF age >= 43 AND bmi >= 26.32 THEN high risk,1,0.024244138914947037,80,18.64801864801865,0.6375,0.05,2,quantile_conjunction,
pidd,1,4,18,IF diabetes_pedigree_function >= 0.374 AND pregnancies >= 3 THEN high risk,1,0.023918453030015278,106,24.708624708624708,0.5849056603773585,0.05,2,quantile_conjunction,
pidd,1,4,19,IF age >= 43 AND blood_pressure >= 68 THEN high risk,1,0.018175769361783806,86,20.04662004662005,0.6162790697674418,0.05,2,quantile_conjunction,
pidd,1,4,20,IF blood_pressure >= 72 AND glucose >= 106 THEN high risk,1,0.01617099235107262,175,40.79254079254079,0.5714285714285714,0.05,2,quantile_conjunction,
pidd,1,5,1,IF bmi >= 26.46 AND glucose >= 96 THEN high risk,1,0.07098526913031825,278,64.80186480186481,0.49640287769784175,0.05,2,quantile_conjunction,
pidd,1,5,2,IF age >= 25.8 AND insulin >= 140.8 THEN high risk,1,0.06607028586691911,58,13.51981351981352,0.6896551724137931,0.05,2,quantile_conjunction,
pidd,1,5,3,IF age >= 29 AND glucose >= 126 THEN high risk,1,0.06549206672334318,100,23.310023310023308,0.7,0.05,2,quantile_conjunction,
pidd,1,5,4,IF diabetes_pedigree_function >= 0.498 AND skin_thickness >= 30 THEN high risk,1,0.0638444573175437,99,23.076923076923077,0.5252525252525253,0.05,2,quantile_conjunction,
pidd,1,5,5,IF age >= 35 AND bmi >= 35.02 THEN high risk,1,0.06353045178600764,53,12.354312354312354,0.6226415094339622,0.05,2,quantile_conjunction,
pidd,1,5,6,IF age >= 25.8 AND diabetes_pedigree_function >= 0.669 THEN high risk,1,0.05898251100045994,62,14.452214452214452,0.5161290322580645,0.05,2,quantile_conjunction,
pidd,1,5,7,IF blood_pressure >= 72 AND bmi >= 30 THEN high risk,1,0.052278188864271206,174,40.55944055944056,0.45977011494252873,0.05,2,quantile_conjunction,
pidd,1,5,8,IF age >= 25.8 AND bmi >= 35.02 THEN high risk,1,0.052175278433806094,102,23.776223776223777,0.5098039215686274,0.05,2,quantile_conjunction,
pidd,1,5,9,IF glucose >= 106 AND skin_thickness >= 24.6 THEN high risk,1,0.05054712565155177,242,56.41025641025641,0.512396694214876,0.05,2,quantile_conjunction,
pidd,1,5,10,IF bmi >= 30 AND insulin >= 140.8 THEN high risk,1,0.049948662935492924,71,16.55011655011655,0.5915492957746479,0.05,2,quantile_conjunction,
pidd,1,5,11,IF insulin >= 105 AND skin_thickness >= 24.6 THEN high risk,1,0.046920849486239244,297,69.23076923076923,0.4377104377104377,0.05,2,quantile_conjunction,
pidd,1,5,12,IF age >= 23 AND blood_pressure >= 72 THEN high risk,1,0.046521866206968694,213,49.65034965034965,0.431924882629108,0.05,2,quantile_conjunction,
pidd,1,5,13,IF age >= 42 AND blood_pressure >= 82 THEN high risk,1,0.04607880292701062,33,7.6923076923076925,0.5454545454545454,0.05,2,quantile_conjunction,
pidd,1,5,14,IF age >= 42 AND skin_thickness >= 36 THEN high risk,1,0.04475727679528029,14,3.263403263403263,0.5714285714285714,0.05,2,quantile_conjunction,
pidd,1,5,15,IF glucose >= 126 AND skin_thickness >= 24.6 THEN high risk,1,0.04147152582875867,140,32.634032634032636,0.65,0.05,2,quantile_conjunction,
pidd,1,5,16,IF blood_pressure >= 82 AND bmi >= 32.8 THEN high risk,1,0.0385208322407527,68,15.85081585081585,0.5,0.05,2,quantile_conjunction,
pidd,1,5,17,IF age >= 42 AND glucose >= 126 THEN high risk,1,0.038028963595052284,51,11.888111888111888,0.6862745098039216,0.05,2,quantile_conjunction,
pidd,1,5,18,IF age >= 35 AND pregnancies >= 3 THEN high risk,1,0.03745280851282483,130,30.303030303030305,0.5076923076923077,0.05,2,quantile_conjunction,
pidd,1,5,19,IF bmi >= 32.8 AND diabetes_pedigree_function >= 0.28 THEN high risk,1,0.036744419602637524,147,34.26573426573427,0.5102040816326531,0.05,2,quantile_conjunction,
pidd,1,5,20,IF diabetes_pedigree_function >= 0.28 AND pregnancies >= 7 THEN high risk,1,0.029648357094761393,57,13.286713286713287,0.6491228070175439,0.05,2,quantile_conjunction,
pidd,2,1,1,IF age >= 29 AND glucose >= 118 THEN high risk,1,0.09754740257211623,131,30.536130536130536,0.6335877862595419,0.05,2,quantile_conjunction,
pidd,2,1,2,IF glucose >= 130 AND insulin >= 128 THEN high risk,1,0.09463271352910516,139,32.400932400932405,0.6330935251798561,0.05,2,quantile_conjunction,
pidd,2,1,3,IF age >= 29 AND insulin >= 105 THEN high risk,1,0.07055356557594927,192,44.75524475524475,0.5208333333333334,0.05,2,quantile_conjunction,
pidd,2,1,4,IF age >= 29 AND insulin >= 148.8 THEN high risk,1,0.06706377717759235,45,10.48951048951049,0.6444444444444445,0.05,2,quantile_conjunction,
pidd,2,1,5,IF pregnancies >= 3 THEN high risk,1,0.06581628942273325,233,54.312354312354316,0.4248927038626609,0.05,1,quantile,
pidd,2,1,6,IF glucose >= 94.6 THEN high risk,1,0.056658695289783394,343,79.95337995337995,0.4198250728862974,0.05,1,quantile,
pidd,2,1,7,IF bmi >= 26.4 AND pregnancies >= 3 THEN high risk,1,0.05616095012124485,190,44.28904428904429,0.48947368421052634,0.05,2,quantile_conjunction,
pidd,2,1,8,IF blood_pressure >= 68 AND bmi >= 26.4 THEN high risk,1,0.046521018219915965,248,57.80885780885781,0.45564516129032256,0.05,2,quantile_conjunction,
pidd,2,1,9,IF bmi >= 34.8 AND glucose >= 147 THEN high risk,1,0.04409707669187668,47,10.955710955710956,0.7872340425531915,0.05,2,quantile_conjunction,
pidd,2,1,10,IF blood_pressure >= 76 AND insulin >= 105 THEN high risk,1,0.04168830543592101,137,31.934731934731936,0.45985401459854014,0.05,2,quantile_conjunction,
pidd,2,1,11,IF diabetes_pedigree_function >= 0.501 AND glucose >= 118 THEN high risk,1,0.041493496628263384,88,20.51282051282051,0.5909090909090909,0.05,2,quantile_conjunction,
pidd,2,1,12,IF glucose >= 94.6 AND skin_thickness >= 29 THEN high risk,1,0.03944777753651902,238,55.47785547785548,0.49159663865546216,0.05,2,quantile_conjunction,
pidd,2,1,13,IF bmi >= 32.5 AND insulin >= 128 THEN high risk,1,0.03790329797847817,173,40.32634032634033,0.5433526011560693,0.05,2,quantile_conjunction,
pidd,2,1,14,IF glucose >= 94.6 AND insulin >= 105 THEN high risk,1,0.03732188642336208,297,69.23076923076923,0.45454545454545453,0.05,2,quantile_conjunction,
pidd,2,1,15,IF blood_pressure >= 82 AND pregnancies >= 4 THEN high risk,1,0.037163146214807076,47,10.955710955710956,0.5531914893617021,0.05,2,quantile_conjunction,
pidd,2,1,16,IF bmi >= 38.34 AND diabetes_pedigree_function >= 0.501 THEN high risk,1,0.03623837418428397,39,9.090909090909092,0.5384615384615384,0.05,2,quantile_conjunction,
pidd,2,1,17,IF bmi >= 34.8 AND pregnancies >= 4 THEN high risk,1,0.034999104681416954,65,15.151515151515152,0.6153846153846154,0.05,2,quantile_conjunction,
pidd,2,1,18,IF diabetes_pedigree_function >= 0.692 AND insulin >= 148.8 THEN high risk,1,0.034789698207646214,28,6.526806526806526,0.5357142857142857,0.05,2,quantile_conjunction,
pidd,2,1,19,IF bmi >= 38.34 AND insulin >= 148.8 THEN high risk,1,0.03351667385343175,21,4.895104895104895,0.47619047619047616,0.05,2,quantile_conjunction,
pidd,2,1,20,IF bmi >= 34.8 AND skin_thickness >= 34 THEN high risk,1,0.02638675025555317,64,14.918414918414918,0.46875,0.05,2,quantile_conjunction,
pidd,2,2,1,IF age >= 36 THEN high risk,1,0.0771440138368712,157,36.5967365967366,0.4968152866242038,0.05,1,quantile,
pidd,2,2,2,IF age >= 23 THEN high risk,1,0.06560398293494968,361,84.14918414918415,0.39058171745152354,0.05,1,quantile,
pidd,2,2,3,IF blood_pressure >= 76 THEN high risk,1,0.06152725458985917,173,40.32634032634033,0.43352601156069365,0.05,1,quantile,
pidd,2,2,4,IF age >= 36 AND glucose >= 116 THEN high risk,1,0.06082230414128087,99,23.076923076923077,0.6262626262626263,0.05,2,quantile_conjunction,
pidd,2,2,5,IF blood_pressure >= 74 THEN high risk,1,0.05783957281514561,226,52.680652680652685,0.4247787610619469,0.05,1,quantile,
pidd,2,2,6,IF bmi >= 29.5 AND insulin >= 94 THEN high risk,1,0.0554290097716195,234,54.54545454545454,0.5,0.05,2,quantile_conjunction,
pidd,2,2,7,IF age >= 23 AND bmi >= 29.5 THEN high risk,1,0.05251466901635398,254,59.20745920745921,0.46062992125984253,0.05,2,quantile_conjunction,
pidd,2,2,8,IF bmi >= 26.4 AND pregnancies >= 3 THEN high risk,1,0.048824339879983365,204,47.55244755244755,0.46568627450980393,0.05,2,quantile_conjunction,
pidd,2,2,9,IF age >= 42 AND blood_pressure >= 70 THEN high risk,1,0.0485767209692272,74,17.24941724941725,0.5,0.05,2,quantile_conjunction,
pidd,2,2,10,IF glucose >= 116 AND pregnancies >= 5 THEN high risk,1,0.047262465805326115,95,22.144522144522146,0.6105263157894737,0.05,2,quantile_conjunction,
pidd,2,2,11,IF bmi >= 26.4 AND skin_thickness >= 23 THEN high risk,1,0.0467811730370387,300,69.93006993006993,0.44,0.05,2,quantile_conjunction,
pidd,2,2,12,IF age >= 26 AND insulin >= 115 THEN high risk,1,0.046306278122814334,240,55.94405594405595,0.4791666666666667,0.05,2,quantile_conjunction,
pidd,2,2,13,IF age >= 26 AND bmi >= 37.8 THEN high risk,1,0.045910651818648604,64,14.918414918414918,0.5625,0.05,2,quantile_conjunction,
pidd,2,2,14,IF age >= 26 AND bmi >= 34.5 THEN high risk,1,0.045593987986266356,109,25.407925407925408,0.5321100917431193,0.05,2,quantile_conjunction,
pidd,2,2,15,IF age >= 36 AND bmi >= 37.8 THEN high risk,1,0.043772126107246845,36,8.391608391608392,0.6388888888888888,0.05,2,quantile_conjunction,
pidd,2,2,16,IF blood_pressure >= 82 AND glucose >= 151 THEN high risk,1,0.0417744880716912,30,6.993006993006993,0.7333333333333333,0.05,2,quantile_conjunction,
pidd,2,2,17,IF bmi >= 26.4 AND insulin >= 147.6 THEN high risk,1,0.04144181121446749,80,18.64801864801865,0.5375,0.05,2,quantile_conjunction,
pidd,2,2,18,IF blood_pressure >= 76 AND skin_thickness >= 29 THEN high risk,1,0.03839982099796694,133,31.002331002331,0.45864661654135336,0.05,2,quantile_conjunction,
pidd,2,2,19,IF age >= 30 AND skin_thickness >= 29 THEN high risk,1,0.037337168086933964,165,38.46153846153847,0.5151515151515151,0.05,2,quantile_conjunction,
pidd,2,2,20,IF bmi >= 37.8 AND diabetes_pedigree_function >= 0.681 THEN high risk,1,0.03713816079630888,28,6.526806526806526,0.5357142857142857,0.05,2,quantile_conjunction,
pidd,2,3,1,IF glucose >= 146 THEN high risk,1,0.12846610012813287,89,20.745920745920746,0.7303370786516854,0.05,1,quantile,
pidd,2,3,2,IF glucose >= 119 THEN high risk,1,0.10129509602289219,217,50.58275058275058,0.5299539170506913,0.05,1,quantile,
pidd,2,3,3,IF bmi >= 26.4 AND glucose >= 146 THEN high risk,1,0.08083130712993798,81,18.88111888111888,0.7530864197530864,0.05,2,quantile_conjunction,
pidd,2,3,4,IF insulin >= 105 AND pregnancies >= 7 THEN high risk,1,0.05794651574532737,94,21.91142191142191,0.6063829787234043,0.05,2,quantile_conjunction,
pidd,2,3,5,IF insulin >= 125 THEN high risk,1,0.05781831573607367,321,74.82517482517483,0.4143302180685358,0.05,1,quantile,
pidd,2,3,6,IF age >= 36 THEN high risk,1,0.055752116385375215,159,37.06293706293706,0.5534591194968553,0.05,1,quantile,
pidd,2,3,7,IF insulin >= 144.4 AND pregnancies >= 7 THEN high risk,1,0.05215786299312198,18,4.195804195804196,0.7777777777777778,0.05,2,quantile_conjunction,
pidd,2,3,8,IF blood_pressure >= 68 THEN high risk,1,0.05129612522629611,293,68.29836829836829,0.3993174061433447,0.05,1,quantile,
pidd,2,3,9,IF age >= 43 AND insulin >= 144.4 THEN high risk,1,0.04909358863104135,22,5.128205128205128,0.7272727272727273,0.05,2,quantile_conjunction,
pidd,2,3,10,IF age >= 29 AND glucose >= 106.8 THEN high risk,1,0.04290520347120149,166,38.6946386946387,0.6144578313253012,0.05,2,quantile_conjunction,
pidd,2,3,11,IF age >= 36 AND glucose >= 106.8 THEN high risk,1,0.04155465746153652,119,27.73892773892774,0.6470588235294118,0.05,2,quantile_conjunction,
pidd,2,3,12,IF bmi >= 32 AND insulin >= 125 THEN high risk,1,0.03773173183232959,180,41.95804195804196,0.5055555555555555,0.05,2,quantile_conjunction,
pidd,2,3,13,IF glucose >= 129 AND skin_thickness >= 34.4 THEN high risk,1,0.034730560517082565,38,8.857808857808857,0.7105263157894737,0.05,2,quantile_conjunction,
pidd,2,3,14,IF bmi >= 37.7 AND pregnancies >= 3 THEN high risk,1,0.03207670919716441,42,9.79020979020979,0.6428571428571429,0.05,2,quantile_conjunction,
pidd,2,3,15,IF pregnancies >= 5 AND skin_thickness >= 22 THEN high risk,1,0.03115519403597118,147,34.26573426573427,0.5102040816326531,0.05,2,quantile_conjunction,
pidd,2,3,16,IF age >= 23 AND blood_pressure >= 68 THEN high risk,1,0.030795963794037956,255,59.44055944055944,0.43529411764705883,0.05,2,quantile_conjunction,
pidd,2,3,17,IF bmi >= 29.5 AND skin_thickness >= 29 THEN high risk,1,0.030129036714312208,135,31.46853146853147,0.4444444444444444,0.05,2,quantile_conjunction,
pidd,2,3,18,IF bmi >= 34.3 AND insulin >= 105 THEN high risk,1,0.029540535063193873,129,30.069930069930066,0.5116279069767442,0.05,2,quantile_conjunction,
pidd,2,3,19,IF bmi >= 29.5 AND skin_thickness >= 28.5 THEN high risk,1,0.02929235328028628,212,49.417249417249415,0.4858490566037736,0.05,2,quantile_conjunction,
pidd,2,3,20,IF bmi >= 34.3 AND skin_thickness >= 28.5 THEN high risk,1,0.025431026634685144,126,29.37062937062937,0.49206349206349204,0.05,2,quantile_conjunction,
pidd,2,4,1,IF glucose >= 145.4 AND insulin >= 100 THEN high risk,1,0.07317143344044662,83,19.34731934731935,0.7228915662650602,0.05,2,quantile_conjunction,
pidd,2,4,2,IF age >= 26 THEN high risk,1,0.0653678207179902,283,65.96736596736596,0.4558303886925795,0.05,1,quantile,
pidd,2,4,3,IF bmi >= 26.32 THEN high risk,1,0.06129347522336322,343,79.95337995337995,0.4198250728862974,0.05,1,quantile,
pidd,2,4,4,IF diabetes_pedigree_function >= 0.211 THEN high risk,1,0.06041802909583497,343,79.95337995337995,0.3819241982507289,0.05,1,quantile,
pidd,2,4,5,IF age >= 26 AND glucose >= 117 THEN high risk,1,0.05912202802031454,168,39.16083916083916,0.5952380952380952,0.05,2,quantile_conjunction,
pidd,2,4,6,IF insulin >= 125.5 AND pregnancies >= 7 THEN high risk,1,0.05309826419506468,82,19.114219114219114,0.524390243902439,0.05,2,quantile_conjunction,
pidd,2,4,7,IF bmi >= 26.32 AND glucose >= 108 THEN high risk,1,0.052370627058079426,236,55.011655011655016,0.5466101694915254,0.05,2,quantile_conjunction,
pidd,2,4,8,IF age >= 30 AND bmi >= 32 THEN high risk,1,0.05167206289661045,116,27.03962703962704,0.5948275862068966,0.05,2,quantile_conjunction,
pidd,2,4,9,IF insulin >= 125.5 AND pregnancies >= 5 THEN high risk,1,0.050543552327572946,134,31.23543123543124,0.5,0.05,2,quantile_conjunction,
pidd,2,4,10,IF age >= 30 AND skin_thickness >= 28 THEN high risk,1,0.04990752078225443,166,38.6946386946387,0.4939759036144578,0.05,2,quantile_conjunction,
pidd,2,4,11,IF pregnancies >= 7 AND skin_thickness >= 28 THEN high risk,1,0.048781295637371706,76,17.715617715617714,0.5,0.05,2,quantile_conjunction,
pidd,2,4,12,IF age >= 23 AND diabetes_pedigree_function >= 0.713 THEN high risk,1,0.0441672719154926,74,17.24941724941725,0.5135135135135135,0.05,2,quantile_conjunction,
pidd,2,4,13,IF age >= 43 AND insulin >= 125.5 THEN high risk,1,0.04342582160420064,83,19.34731934731935,0.5903614457831325,0.05,2,quantile_conjunction,
pidd,2,4,14,IF age >= 43 AND diabetes_pedigree_function >= 0.517 THEN high risk,1,0.04313233142265298,37,8.624708624708624,0.5945945945945946,0.05,2,quantile_conjunction,
pidd,2,4,15,IF age >= 36.2 AND bmi >= 34.2 THEN high risk,1,0.042766241777771836,62,14.452214452214452,0.6290322580645161,0.05,2,quantile_conjunction,
pidd,2,4,16,IF blood_pressure >= 80 AND pregnancies >= 7 THEN high risk,1,0.04160408371622279,35,8.158508158508159,0.5142857142857142,0.05,2,quantile_conjunction,
pidd,2,4,17,IF bmi >= 34.2 AND pregnancies >= 3 THEN high risk,1,0.04084499139877498,84,19.58041958041958,0.5476190476190477,0.05,2,quantile_conjunction,
pidd,2,4,18,IF age >= 43 AND bmi >= 34.2 THEN high risk,1,0.04059486693497758,37,8.624708624708624,0.6486486486486487,0.05,2,quantile_conjunction,
pidd,2,4,19,IF age >= 43 AND skin_thickness >= 23 THEN high risk,1,0.03905292349894912,83,19.34731934731935,0.5903614457831325,0.05,2,quantile_conjunction,
pidd,2,4,20,IF age >= 43 AND bmi >= 29.58 THEN high risk,1,0.038665358336054265,62,14.452214452214452,0.6612903225806451,0.05,2,quantile_conjunction,
pidd,2,5,1,IF age >= 25 AND glucose >= 116 THEN high risk,1,0.12406307325033528,168,39.16083916083916,0.5952380952380952,0.05,2,quantile_conjunction,
pidd,2,5,2,IF glucose >= 128.2 AND skin_thickness >= 29 THEN high risk,1,0.10599880819693999,114,26.573426573426573,0.6491228070175439,0.05,2,quantile_conjunction,
pidd,2,5,3,IF age >= 23 AND glucose >= 116 THEN high risk,1,0.08945913355343563,188,43.82284382284382,0.5585106382978723,0.05,2,quantile_conjunction,
pidd,2,5,4,IF bmi >= 25.96 AND glucose >= 146 THEN high risk,1,0.0816764916473262,82,19.114219114219114,0.7317073170731707,0.05,2,quantile_conjunction,
pidd,2,5,5,IF age >= 28 AND skin_thickness >= 22 THEN high risk,1,0.053436656603565336,210,48.95104895104895,0.5190476190476191,0.05,2,quantile_conjunction,
pidd,2,5,6,IF blood_pressure >= 67.6 THEN high risk,1,0.0529455978106072,279,65.03496503496503,0.4121863799283154,0.05,1,quantile,
pidd,2,5,7,IF skin_thickness >= 29 THEN high risk,1,0.052530746456617185,276,64.33566433566433,0.43478260869565216,0.05,1,quantile,
pidd,2,5,8,IF age >= 28 AND bmi >= 31.9 THEN high risk,1,0.052327837451247146,132,30.76923076923077,0.5606060606060606,0.05,2,quantile_conjunction,
pidd,2,5,9,IF glucose >= 95.6 AND skin_thickness >= 22 THEN high risk,1,0.03630423894250354,274,63.86946386946387,0.4781021897810219,0.05,2,quantile_conjunction,
pidd,2,5,10,IF age >= 28 AND skin_thickness >= 33 THEN high risk,1,0.035686461944369655,62,14.452214452214452,0.5806451612903226,0.05,2,quantile_conjunction,
pidd,2,5,11,IF diabetes_pedigree_function >= 0.515 AND skin_thickness >= 22 THEN high risk,1,0.03517607406491707,118,27.505827505827508,0.5338983050847458,0.05,2,quantile_conjunction,
pidd,2,5,12,IF diabetes_pedigree_function >= 0.515 AND pregnancies >= 4 THEN high risk,1,0.034909018958610406,62,14.452214452214452,0.6290322580645161,0.05,2,quantile_conjunction,
pidd,2,5,13,IF age >= 23 AND diabetes_pedigree_function >= 0.686 THEN high risk,1,0.03469386186975028,76,17.715617715617714,0.5657894736842105,0.05,2,quantile_conjunction,
pidd,2,5,14,IF blood_pressure >= 70 AND diabetes_pedigree_function >= 0.686 THEN high risk,1,0.03241415135751693,55,12.82051282051282,0.6,0.05,2,quantile_conjunction,
pidd,2,5,15,IF bmi >= 34.4 AND pregnancies >= 7 THEN high risk,1,0.032256590674578686,33,7.6923076923076925,0.6666666666666666,0.05,2,quantile_conjunction,
pidd,2,5,16,IF pregnancies >= 7 AND skin_thickness >= 28 THEN high risk,1,0.031276384674831,71,16.55011655011655,0.6338028169014085,0.05,2,quantile_conjunction,
pidd,2,5,17,IF bmi >= 25.96 AND insulin >= 158.8 THEN high risk,1,0.03043143730981743,76,17.715617715617714,0.6052631578947368,0.05,2,quantile_conjunction,
pidd,2,5,18,IF diabetes_pedigree_function >= 0.515 AND skin_thickness >= 28 THEN high risk,1,0.029613225154157066,97,22.61072261072261,0.5773195876288659,0.05,2,quantile_conjunction,
pidd,2,5,19,IF blood_pressure >= 70 AND insulin >= 158.8 THEN high risk,1,0.02898484024308769,51,11.888111888111888,0.6078431372549019,0.05,2,quantile_conjunction,
pidd,2,5,20,IF blood_pressure >= 70 AND bmi >= 25.96 THEN high risk,1,0.02581536983578624,217,50.58275058275058,0.5023041474654378,0.05,2,quantile_conjunction,
pidd,3,1,1,IF glucose >= 145.4 AND skin_thickness >= 23 THEN high risk,1,0.07987568515564297,78,18.181818181818183,0.6923076923076923,0.05,2,quantile_conjunction,
pidd,3,1,2,IF glucose >= 129 THEN high risk,1,0.07967386475394954,152,35.43123543123543,0.6118421052631579,0.05,1,quantile,
pidd,3,1,3,IF bmi >= 34.52 AND glucose >= 145.4 THEN high risk,1,0.07282753919202353,42,9.79020979020979,0.6904761904761905,0.05,2,quantile_conjunction,
pidd,3,1,4,IF pregnancies >= 7 THEN high risk,1,0.06617517549939081,87,20.27972027972028,0.5632183908045977,0.05,1,quantile,
pidd,3,1,5,IF age >= 29 AND glucose >= 129 THEN high risk,1,0.059422834333136096,100,23.310023310023308,0.67,0.05,2,quantile_conjunction,
pidd,3,1,6,IF age >= 23 THEN high risk,1,0.058383979584021035,355,82.75058275058275,0.4,0.05,1,quantile,
pidd,3,1,7,IF diabetes_pedigree_function >= 0.677 AND pregnancies >= 3 THEN high risk,1,0.057193784657670034,41,9.557109557109557,0.5365853658536586,0.05,2,quantile_conjunction,
pidd,3,1,8,IF blood_pressure >= 62 AND diabetes_pedigree_function >= 0.677 THEN high risk,1,0.04975043492146135,76,17.715617715617714,0.4868421052631579,0.05,2,quantile_conjunction,
pidd,3,1,9,IF bmi >= 29.7 AND pregnancies >= 7 THEN high risk,1,0.04740536616276326,61,14.219114219114218,0.6065573770491803,0.05,2,quantile_conjunction,
pidd,3,1,10,IF age >= 42 AND glucose >= 129 THEN high risk,1,0.04738995119433577,47,10.955710955710956,0.6382978723404256,0.05,2,quantile_conjunction,
pidd,3,1,11,IF insulin >= 105 AND pregnancies >= 7 THEN high risk,1,0.04519944900774333,82,19.114219114219114,0.5853658536585366,0.05,2,quantile_conjunction,
pidd,3,1,12,IF glucose >= 129 AND skin_thickness >= 29 THEN high risk,1,0.04467869605634167,117,27.27272727272727,0.6752136752136753,0.05,2,quantile_conjunction,
pidd,3,1,13,IF bmi >= 26.66 AND insulin >= 140 THEN high risk,1,0.04382443076397093,82,19.114219114219114,0.5,0.05,2,quantile_conjunction,
pidd,3,1,14,IF insulin >= 105 AND skin_thickness >= 35 THEN high risk,1,0.0392440720446994,69,16.083916083916083,0.5362318840579711,0.05,2,quantile_conjunction,
pidd,3,1,15,IF bmi >= 34.52 AND pregnancies >= 4 THEN high risk,1,0.03719112664979798,65,15.151515151515152,0.5230769230769231,0.05,2,quantile_conjunction,
pidd,3,1,16,IF insulin >= 120 AND skin_thickness >= 35 THEN high risk,1,0.03661565688020035,63,14.685314685314685,0.5555555555555556,0.05,2,quantile_conjunction,
pidd,3,1,17,IF age >= 29 AND pregnancies >= 4 THEN high risk,1,0.03638724219871203,155,36.13053613053613,0.4967741935483871,0.05,2,quantile_conjunction,
pidd,3,1,18,IF bmi >= 34.52 AND pregnancies >= 3 THEN high risk,1,0.03506030834910133,74,17.24941724941725,0.5405405405405406,0.05,2,quantile_conjunction,
pidd,3,1,19,IF age >= 23 AND pregnancies >= 2 THEN high risk,1,0.032470209599841385,259,60.37296037296037,0.416988416988417,0.05,2,quantile_conjunction,
pidd,3,1,20,IF age >= 34 AND pregnancies >= 2 THEN high risk,1,0.031230192995197272,132,30.76923076923077,0.5,0.05,2,quantile_conjunction,
pidd,3,2,1,IF insulin >= 99.6 THEN high risk,1,0.07308013805201423,343,79.95337995337995,0.4110787172011662,0.05,1,quantile,
pidd,3,2,2,IF bmi >= 26.16 AND glucose >= 128 THEN high risk,1,0.059875655780437256,142,33.1002331002331,0.704225352112676,0.05,2,quantile_conjunction,
pidd,3,2,3,IF glucose >= 147 AND insulin >= 145.4 THEN high risk,1,0.05451901885391692,34,7.925407925407925,0.7058823529411765,0.05,2,quantile_conjunction,
pidd,3,2,4,IF bmi >= 29.9 AND glucose >= 95 THEN high risk,1,0.05424923193445504,237,55.24475524475524,0.5443037974683544,0.05,2,quantile_conjunction,
pidd,3,2,5,IF age >= 36 AND blood_pressure >= 68 THEN high risk,1,0.05369802260691764,132,30.76923076923077,0.5454545454545454,0.05,2,quantile_conjunction,
pidd,3,2,6,IF age >= 36 AND bmi >= 34.7 THEN high risk,1,0.05176770528123645,60,13.986013986013987,0.65,0.05,2,quantile_conjunction,
pidd,3,2,7,IF glucose >= 117 AND pregnancies >= 3 THEN high risk,1,0.051766686454192024,135,31.46853146853147,0.6222222222222222,0.05,2,quantile_conjunction,
pidd,3,2,8,IF bmi >= 26.16 AND pregnancies >= 7 THEN high risk,1,0.05105539295564869,87,20.27972027972028,0.6896551724137931,0.05,2,quantile_conjunction,
