repeat,rank,rule_text,predicted_class,posterior_weight,support_n,support_percent,positive_rate,posterior_inclusion_probability,condition_count,source,llm_confidence
4,5,IF diastolic_bp <= 62 THEN high risk,1,0.0689298104813297,745,20.1951748441312,0.20268456375838925,0.05,1,quantile,
4,6,IF age >= 64 AND total_cholesterol <= 176 THEN high risk,1,0.04741032624937747,305,8.267823258335593,0.4786885245901639,0.05,2,quantile_conjunction,
4,7,IF age >= 31 AND bmi >= 31.02 THEN high risk,1,0.0453037544509425,1089,29.520195174844133,0.2580348943985308,0.05,2,quantile_conjunction,
4,8,IF bmi >= 34.7 AND systolic_bp >= 122 THEN high risk,1,0.0448798428310486,479,12.984548658172946,0.27348643006263046,0.05,2,quantile_conjunction,
4,9,IF systolic_bp >= 136 AND triglycerides >= 122 THEN high risk,1,0.04459218314708705,466,12.632149634047169,0.2703862660944206,0.05,2,quantile_conjunction,
4,10,IF age >= 39 AND hdl <= 40 THEN high risk,1,0.04415047863653951,521,14.12306858227162,0.32629558541266795,0.05,2,quantile_conjunction,
4,11,IF age >= 31 AND bmi >= 28.7 THEN high risk,1,0.044106168477144145,1633,44.26673895364598,0.23759951010410288,0.05,2,quantile_conjunction,
4,12,IF age >= 31 AND systolic_bp >= 116.667 THEN high risk,1,0.04383604344366838,2121,57.49525616698292,0.21357850070721357,0.05,2,quantile_conjunction,
4,13,IF bmi >= 31.02 AND serum_albumin <= 4.2 THEN high risk,1,0.04334195225043499,683,18.514502575223638,0.2562225475841874,0.05,2,quantile_conjunction,
4,14,IF bmi >= 24 AND serum_albumin <= 4.2 THEN high risk,1,0.042921021193841835,1165,31.580374085117917,0.22489270386266094,0.05,2,quantile_conjunction,
4,15,IF hdl <= 40 AND serum_albumin <= 4.3 THEN high risk,1,0.042744637647806595,416,11.276768772024939,0.28846153846153844,0.05,2,quantile_conjunction,
4,16,IF systolic_bp >= 122 AND triglycerides >= 207 THEN high risk,1,0.04269319240908846,476,12.903225806451612,0.25630252100840334,0.05,2,quantile_conjunction,
4,17,IF bmi >= 26.7 AND serum_albumin <= 4.4 THEN high risk,1,0.04261345179663007,1751,47.465437788018434,0.21644774414620216,0.05,2,quantile_conjunction,
4,18,IF bmi >= 24 AND ggt >= 32 THEN high risk,1,0.04221255994188341,684,18.541610192464084,0.24415204678362573,0.05,2,quantile_conjunction,
