threshold,net_benefit,treat_all,analysis,method
0.22999999999999995,0.22495603354978358,0.15449134199134198,PIDD cross-validation,LR
0.23999999999999996,0.2206688596491228,0.14336622807017543,PIDD cross-validation,LR
0.24999999999999994,0.21484375000000006,0.13194444444444445,PIDD cross-validation,LR
0.25999999999999995,0.21329532657657657,0.12021396396396394,PIDD cross-validation,LR
0.26999999999999996,0.21124072488584478,0.10816210045662097,PIDD cross-validation,LR
0.27999999999999997,0.20645254629629628,0.09577546296296297,PIDD cross-validation,LR
0.29,0.19987896126760563,0.08303990610328632,PIDD cross-validation,LR
0.3,0.19345238095238096,0.06994047619047611,PIDD cross-validation,LR
0.31,0.191670440821256,0.05646135265700475,PIDD cross-validation,LR
0.31999999999999995,0.18236825980392157,0.042585784313725505,PIDD cross-validation,LR
0.32999999999999996,0.17447916666666669,0.028296019900497515,PIDD cross-validation,LR
0.33999999999999997,0.1706912878787879,0.01357323232323232,PIDD cross-validation,LR
0.35,0.16586538461538464,-0.0016025641025641524,PIDD cross-validation,LR
0.36,0.16162109375,-0.01725260416666674,PIDD cross-validation,LR
0.36999999999999994,0.15951554232804235,-0.03339947089947082,PIDD cross-validation,LR
0.37999999999999995,0.1543598790322581,-0.0500672043010752,PIDD cross-validation,LR
0.38999999999999996,0.15055071721311478,-0.06728142076502724,PIDD cross-validation,LR
0.39999999999999997,0.1449652777777778,-0.08506944444444442,PIDD cross-validation,LR
0.41,0.14472987288135594,-0.10346045197740106,PIDD cross-validation,LR
0.41999999999999993,0.14026580459770116,-0.12248563218390796,PIDD cross-validation,LR
0.42999999999999994,0.1339775219298246,-0.14217836257309935,PIDD cross-validation,LR
0.43999999999999995,0.130859375,-0.1625744047619047,PIDD cross-validation,LR
0.44999999999999996,0.1284327651515152,-0.18371212121212116,PIDD cross-validation,LR
0.45999999999999996,0.12789351851851855,-0.20563271604938277,PIDD cross-validation,LR
0.47,0.12445951257861636,-0.22838050314465413,PIDD cross-validation,LR
0.4799999999999999,0.11969150641025644,-0.2520032051282051,PIDD cross-validation,LR
0.48999999999999994,0.11894914215686275,-0.2765522875816993,PIDD cross-validation,LR
0.49999999999999994,0.11848958333333334,-0.3020833333333333,PIDD cross-validation,LR
0.02,0.33500744047619047,0.335671768707483,PIDD cross-validation,Random Forest
0.03,0.32961501288659795,0.3288230240549828,PIDD cross-validation,Random Forest
0.039999999999999994,0.3234592013888889,0.3218315972222222,PIDD cross-validation,Random Forest
0.049999999999999996,0.31866776315789475,0.3146929824561403,PIDD cross-validation,Random Forest
0.06,0.3140237145390071,0.3074024822695035,PIDD cross-validation,Random Forest
0.06999999999999999,0.3088877688172043,0.2999551971326165,PIDD cross-validation,Random Forest
0.07999999999999999,0.30485733695652173,0.2923460144927536,PIDD cross-validation,Random Forest
0.09,0.2997081043956044,0.28456959706959706,PIDD cross-validation,Random Forest
0.09999999999999999,0.29354745370370366,0.27662037037037035,PIDD cross-validation,Random Forest
0.10999999999999999,0.28931121254681647,0.2684925093632959,PIDD cross-validation,Random Forest
0.11999999999999998,0.28272964015151514,0.2601799242424242,PIDD cross-validation,Random Forest
0.12999999999999998,0.2734674329501916,0.25167624521072796,PIDD cross-validation,Random Forest
0.13999999999999999,0.26925872093023256,0.24297480620155038,PIDD cross-validation,Random Forest
0.14999999999999997,0.2653186274509804,0.2340686274509804,PIDD cross-validation,Random Forest
0.15999999999999998,0.26165674603174605,0.2249503968253968,PIDD cross-validation,Random Forest
0.16999999999999996,0.2590832078313253,0.2156124497991968,PIDD cross-validation,Random Forest
0.17999999999999997,0.2547637195121951,0.20604674796747968,PIDD cross-validation,Random Forest
0.18999999999999997,0.2548064557613169,0.1962448559670782,PIDD cross-validation,Random Forest
0.19999999999999996,0.251953125,0.18619791666666666,PIDD cross-validation,Random Forest
0.20999999999999996,0.24632449894514774,0.17589662447257384,PIDD cross-validation,Random Forest
0.21999999999999995,0.24258814102564102,0.16533119658119658,PIDD cross-validation,Random Forest
0.22999999999999995,0.2388731060606061,0.15449134199134198,PIDD cross-validation,Random Forest
0.23999999999999996,0.23183936403508776,0.14336622807017543,PIDD cross-validation,Random Forest
0.24999999999999994,0.2265625,0.13194444444444445,PIDD cross-validation,Random Forest
0.25999999999999995,0.22378237612612617,0.12021396396396394,PIDD cross-validation,Random Forest
0.26999999999999996,0.2208369006849315,0.10816210045662097,PIDD cross-validation,Random Forest
0.27999999999999997,0.21976273148148148,0.09577546296296297,PIDD cross-validation,Random Forest
0.29,0.21497212441314553,0.08303990610328632,PIDD cross-validation,Random Forest
0.3,0.20944940476190474,0.06994047619047611,PIDD cross-validation,Random Forest
0.31,0.20769172705314007,0.05646135265700475,PIDD cross-validation,Random Forest
0.31999999999999995,0.20335477941176472,0.042585784313725505,PIDD cross-validation,Random Forest
0.32999999999999996,0.19861629353233834,0.028296019900497515,PIDD cross-validation,Random Forest
0.33999999999999997,0.19456281565656566,0.01357323232323232,PIDD cross-validation,Random Forest
0.35,0.19270833333333337,-0.0016025641025641524,PIDD cross-validation,Random Forest
0.36,0.18505859375,-0.01725260416666674,PIDD cross-validation,Random Forest
0.36999999999999994,0.1788401124338625,-0.03339947089947082,PIDD cross-validation,Random Forest
0.37999999999999995,0.17116095430107528,-0.0500672043010752,PIDD cross-validation,Random Forest
0.38999999999999996,0.1660903346994536,-0.06728142076502724,PIDD cross-validation,Random Forest
0.39999999999999997,0.16232638888888895,-0.08506944444444442,PIDD cross-validation,Random Forest
0.41,0.15607344632768366,-0.10346045197740106,PIDD cross-validation,Random Forest
0.41999999999999993,0.1528825431034483,-0.12248563218390796,PIDD cross-validation,Random Forest
0.42999999999999994,0.14720394736842107,-0.14217836257309935,PIDD cross-validation,Random Forest
0.43999999999999995,0.14248511904761904,-0.1625744047619047,PIDD cross-validation,Random Forest
0.44999999999999996,0.13151041666666669,-0.18371212121212116,PIDD cross-validation,Random Forest
0.45999999999999996,0.1263985339506173,-0.20563271604938277,PIDD cross-validation,Random Forest
0.47,0.12163423742138366,-0.22838050314465413,PIDD cross-validation,Random Forest
0.4799999999999999,0.11558493589743592,-0.2520032051282051,PIDD cross-validation,Random Forest
0.48999999999999994,0.11986825980392157,-0.2765522875816993,PIDD cross-validation,Random Forest
0.49999999999999994,0.1171875,-0.3020833333333333,PIDD cross-validation,Random Forest
0.02,0.335671768707483,0.335671768707483,PIDD cross-validation,XGBoost
0.03,0.3288230240549828,0.3288230240549828,PIDD cross-validation,XGBoost
0.039999999999999994,0.3208550347222222,0.3218315972222222,PIDD cross-validation,XGBoost
0.049999999999999996,0.31476151315789475,0.3146929824561403,PIDD cross-validation,XGBoost
0.06,0.30754100177304966,0.3074024822695035,PIDD cross-validation,XGBoost
0.06999999999999999,0.3025453629032258,0.2999551971326165,PIDD cross-validation,XGBoost
0.07999999999999999,0.2969316123188406,0.2923460144927536,PIDD cross-validation,XGBoost
0.09,0.29289720695970695,0.28456959706959706,PIDD cross-validation,XGBoost
0.09999999999999999,0.28935185185185186,0.27662037037037035,PIDD cross-validation,XGBoost
0.10999999999999999,0.28388342696629215,0.2684925093632959,PIDD cross-validation,XGBoost
0.11999999999999998,0.27923768939393945,0.2601799242424242,PIDD cross-validation,XGBoost
0.12999999999999998,0.2744103208812261,0.25167624521072796,PIDD cross-validation,XGBoost
0.13999999999999999,0.26710876937984496,0.24297480620155038,PIDD cross-validation,XGBoost
0.14999999999999997,0.26256127450980393,0.2340686274509804,PIDD cross-validation,XGBoost
0.15999999999999998,0.2546502976190476,0.2249503968253968,PIDD cross-validation,XGBoost
0.16999999999999996,0.2504863202811245,0.2156124497991968,PIDD cross-validation,XGBoost
0.17999999999999997,0.24434705284552843,0.20604674796747968,PIDD cross-validation,XGBoost
0.18999999999999997,0.23953510802469138,0.1962448559670782,PIDD cross-validation,XGBoost
0.19999999999999996,0.23404947916666669,0.18619791666666666,PIDD cross-validation,XGBoost
0.20999999999999996,0.23125988924050636,0.17589662447257384,PIDD cross-validation,XGBoost
0.21999999999999995,0.2289997329059829,0.16533119658119658,PIDD cross-validation,XGBoost
0.22999999999999995,0.22759402056277062,0.15449134199134198,PIDD cross-validation,XGBoost
0.23999999999999996,0.22704221491228072,0.14336622807017543,PIDD cross-validation,XGBoost
0.24999999999999994,0.2243923611111111,0.13194444444444445,PIDD cross-validation,XGBoost
0.25999999999999995,0.21540681306306306,0.12021396396396394,PIDD cross-validation,XGBoost
0.26999999999999996,0.2127033390410959,0.10816210045662097,PIDD cross-validation,XGBoost
0.27999999999999997,0.20833333333333337,0.09577546296296297,PIDD cross-validation,XGBoost
0.29,0.20563747065727697,0.08303990610328632,PIDD cross-validation,XGBoost
0.3,0.20200892857142855,0.06994047619047611,PIDD cross-validation,XGBoost
0.31,0.19833182367149754,0.05646135265700475,PIDD cross-validation,XGBoost
0.31999999999999995,0.1942401960784314,0.042585784313725505,PIDD cross-validation,XGBoost
0.32999999999999996,0.1902790733830846,0.028296019900497515,PIDD cross-validation,XGBoost
0.33999999999999997,0.18327809343434343,0.01357323232323232,PIDD cross-validation,XGBoost
0.35,0.17437900641025644,-0.0016025641025641524,PIDD cross-validation,XGBoost
0.36,0.16438802083333331,-0.01725260416666674,PIDD cross-validation,XGBoost
0.36999999999999994,0.158254794973545,-0.03339947089947082,PIDD cross-validation,XGBoost
0.37999999999999995,0.15595598118279574,-0.0500672043010752,PIDD cross-validation,XGBoost
0.38999999999999996,0.1467725409836066,-0.06728142076502724,PIDD cross-validation,XGBoost
0.39999999999999997,0.14453125000000003,-0.08506944444444442,PIDD cross-validation,XGBoost
0.41,0.13925670903954804,-0.10346045197740106,PIDD cross-validation,XGBoost
0.41999999999999993,0.1363146551724138,-0.12248563218390796,PIDD cross-validation,XGBoost
0.42999999999999994,0.13160179093567256,-0.14217836257309935,PIDD cross-validation,XGBoost
0.43999999999999995,0.12565104166666669,-0.1625744047619047,PIDD cross-validation,XGBoost
0.44999999999999996,0.1200284090909091,-0.18371212121212116,PIDD cross-validation,XGBoost
0.45999999999999996,0.11979166666666667,-0.20563271604938277,PIDD cross-validation,XGBoost
0.47,0.11667158018867926,-0.22838050314465413,PIDD cross-validation,XGBoost
0.4799999999999999,0.10266426282051283,-0.2520032051282051,PIDD cross-validation,XGBoost
0.48999999999999994,0.09237132352941177,-0.2765522875816993,PIDD cross-validation,XGBoost
0.49999999999999994,0.09244791666666667,-0.3020833333333333,PIDD cross-validation,XGBoost
0.02,0.335671768707483,0.335671768707483,PIDD cross-validation,RuleFit
0.03,0.3288230240549828,0.3288230240549828,PIDD cross-validation,RuleFit
0.039999999999999994,0.32194010416666663,0.3218315972222222,PIDD cross-validation,RuleFit
0.049999999999999996,0.3145559210526316,0.3146929824561403,PIDD cross-validation,RuleFit
0.06,0.3088707890070922,0.3074024822695035,PIDD cross-validation,RuleFit
0.06999999999999999,0.30470150089605735,0.2999551971326165,PIDD cross-validation,RuleFit
0.07999999999999999,0.29919610507246375,0.2923460144927536,PIDD cross-validation,RuleFit
0.09,0.29468578296703296,0.28456959706959706,PIDD cross-validation,RuleFit
0.09999999999999999,0.2905092592592593,0.27662037037037035,PIDD cross-validation,RuleFit
0.10999999999999999,0.2885358146067416,0.2684925093632959,PIDD cross-validation,RuleFit
0.11999999999999998,0.28486032196969696,0.2601799242424242,PIDD cross-validation,RuleFit
0.12999999999999998,0.2799778496168583,0.25167624521072796,PIDD cross-validation,RuleFit
0.13999999999999999,0.274890988372093,0.24297480620155038,PIDD cross-validation,RuleFit
0.14999999999999997,0.27060355392156865,0.2340686274509804,PIDD cross-validation,RuleFit
0.15999999999999998,0.2683531746031746,0.2249503968253968,PIDD cross-validation,RuleFit
0.16999999999999996,0.26171875,0.2156124497991968,PIDD cross-validation,RuleFit
0.17999999999999997,0.2590828252032521,0.20604674796747968,PIDD cross-validation,RuleFit
0.18999999999999997,0.2509805812757202,0.1962448559670782,PIDD cross-validation,RuleFit
0.19999999999999996,0.2451171875,0.18619791666666666,PIDD cross-validation,RuleFit
0.20999999999999996,0.24154469936708864,0.17589662447257384,PIDD cross-validation,RuleFit
0.21999999999999995,0.23958333333333337,0.16533119658119658,PIDD cross-validation,RuleFit
0.22999999999999995,0.23469629329004332,0.15449134199134198,PIDD cross-validation,RuleFit
0.23999999999999996,0.23286732456140352,0.14336622807017543,PIDD cross-validation,RuleFit
0.24999999999999994,0.22743055555555558,0.13194444444444445,PIDD cross-validation,RuleFit
0.25999999999999995,0.22086148648648646,0.12021396396396394,PIDD cross-validation,RuleFit
0.26999999999999996,0.2175549372146119,0.10816210045662097,PIDD cross-validation,RuleFit
0.27999999999999997,0.21375868055555555,0.09577546296296297,PIDD cross-validation,RuleFit
0.29,0.21295481220657278,0.08303990610328632,PIDD cross-validation,RuleFit
0.3,0.2075892857142857,0.06994047619047611,PIDD cross-validation,RuleFit
0.31,0.2029362922705314,0.05646135265700475,PIDD cross-validation,RuleFit
0.31999999999999995,0.2037377450980392,0.042585784313725505,PIDD cross-validation,RuleFit
0.32999999999999996,0.19465174129353235,0.028296019900497515,PIDD cross-validation,RuleFit
0.33999999999999997,0.1927872474747475,0.01357323232323232,PIDD cross-validation,RuleFit
0.35,0.18910256410256412,-0.0016025641025641524,PIDD cross-validation,RuleFit
0.36,0.18294270833333331,-0.01725260416666674,PIDD cross-validation,RuleFit
0.36999999999999994,0.1782200727513228,-0.03339947089947082,PIDD cross-validation,RuleFit
0.37999999999999995,0.17153897849462368,-0.0500672043010752,PIDD cross-validation,RuleFit
0.38999999999999996,0.16873719262295084,-0.06728142076502724,PIDD cross-validation,RuleFit
0.39999999999999997,0.1662326388888889,-0.08506944444444442,PIDD cross-validation,RuleFit
0.41,0.15611758474576273,-0.10346045197740106,PIDD cross-validation,RuleFit
0.41999999999999993,0.14906609195402304,-0.12248563218390796,PIDD cross-validation,RuleFit
0.42999999999999994,0.14270376461988304,-0.14217836257309935,PIDD cross-validation,RuleFit
0.43999999999999995,0.13244047619047622,-0.1625744047619047,PIDD cross-validation,RuleFit
0.44999999999999996,0.12653882575757575,-0.18371212121212116,PIDD cross-validation,RuleFit
0.45999999999999996,0.1207561728395062,-0.20563271604938277,PIDD cross-validation,RuleFit
0.47,0.11755601415094342,-0.22838050314465413,PIDD cross-validation,RuleFit
0.4799999999999999,0.11227964743589744,-0.2520032051282051,PIDD cross-validation,RuleFit
0.48999999999999994,0.11570669934640525,-0.2765522875816993,PIDD cross-validation,RuleFit
0.49999999999999994,0.11067708333333336,-0.3020833333333333,PIDD cross-validation,RuleFit
0.02,0.335671768707483,0.335671768707483,PIDD cross-validation,BRL
0.03,0.3288230240549828,0.3288230240549828,PIDD cross-validation,BRL
0.039999999999999994,0.3218315972222222,0.3218315972222222,PIDD cross-validation,BRL
0.049999999999999996,0.31469298245614036,0.3146929824561403,PIDD cross-validation,BRL
0.06,0.3074024822695035,0.3074024822695035,PIDD cross-validation,BRL
0.06999999999999999,0.2999551971326165,0.2999551971326165,PIDD cross-validation,BRL
0.07999999999999999,0.2926856884057971,0.2923460144927536,PIDD cross-validation,BRL
0.09,0.2840401785714286,0.28456959706959706,PIDD cross-validation,BRL
0.09999999999999999,0.2779224537037037,0.27662037037037035,PIDD cross-validation,BRL
0.10999999999999999,0.2728230337078652,0.2684925093632959,PIDD cross-validation,BRL
0.11999999999999998,0.2693536931818182,0.2601799242424242,PIDD cross-validation,BRL
0.12999999999999998,0.26210787835249044,0.25167624521072796,PIDD cross-validation,BRL
0.13999999999999999,0.2598716085271318,0.24297480620155038,PIDD cross-validation,BRL
0.14999999999999997,0.256280637254902,0.2340686274509804,PIDD cross-validation,BRL
0.15999999999999998,0.24993799603174607,0.2249503968253968,PIDD cross-validation,BRL
0.16999999999999996,0.24279932228915668,0.2156124497991968,PIDD cross-validation,BRL
0.17999999999999997,0.2383447662601626,0.20604674796747968,PIDD cross-validation,BRL
0.18999999999999997,0.23292824074074078,0.1962448559670782,PIDD cross-validation,BRL
0.19999999999999996,0.22819010416666669,0.18619791666666666,PIDD cross-validation,BRL
0.20999999999999996,0.22524393459915615,0.17589662447257384,PIDD cross-validation,BRL
0.21999999999999995,0.2230902777777778,0.16533119658119658,PIDD cross-validation,BRL
0.22999999999999995,0.22167545995670995,0.15449134199134198,PIDD cross-validation,BRL
0.23999999999999996,0.2145696271929825,0.14336622807017543,PIDD cross-validation,BRL
0.24999999999999994,0.21093750000000006,0.13194444444444445,PIDD cross-validation,BRL
0.25999999999999995,0.20083755630630631,0.12021396396396394,PIDD cross-validation,BRL
0.26999999999999996,0.1928510273972603,0.10816210045662097,PIDD cross-validation,BRL
0.27999999999999997,0.1893807870370371,0.09577546296296297,PIDD cross-validation,BRL
0.29,0.18641798708920188,0.08303990610328632,PIDD cross-validation,BRL
0.3,0.1847098214285714,0.06994047619047611,PIDD cross-validation,BRL
0.31,0.182782306763285,0.05646135265700475,PIDD cross-validation,BRL
0.31999999999999995,0.17953431372549022,0.042585784313725505,PIDD cross-validation,BRL
0.32999999999999996,0.17729710820895522,0.028296019900497515,PIDD cross-validation,BRL
0.33999999999999997,0.17617582070707072,0.01357323232323232,PIDD cross-validation,BRL
0.35,0.1748798076923077,-0.0016025641025641524,PIDD cross-validation,BRL
0.36,0.17073567708333331,-0.01725260416666674,PIDD cross-validation,BRL
0.36999999999999994,0.15854414682539686,-0.03339947089947082,PIDD cross-validation,BRL
0.37999999999999995,0.1569220430107527,-0.0500672043010752,PIDD cross-validation,BRL
0.38999999999999996,0.15191683743169404,-0.06728142076502724,PIDD cross-validation,BRL
0.39999999999999997,0.15364583333333337,-0.08506944444444442,PIDD cross-validation,BRL
0.41,0.143604343220339,-0.10346045197740106,PIDD cross-validation,BRL
0.41999999999999993,0.13591056034482762,-0.12248563218390796,PIDD cross-validation,BRL
0.42999999999999994,0.12938596491228072,-0.14217836257309935,PIDD cross-validation,BRL
0.43999999999999995,0.12444196428571432,-0.1625744047619047,PIDD cross-validation,BRL
0.44999999999999996,0.1189630681818182,-0.18371212121212116,PIDD cross-validation,BRL
0.45999999999999996,0.11140046296296297,-0.20563271604938277,PIDD cross-validation,BRL
0.47,0.11347779088050317,-0.22838050314465413,PIDD cross-validation,BRL
0.4799999999999999,0.10346554487179489,-0.2520032051282051,PIDD cross-validation,BRL
0.48999999999999994,0.10107741013071898,-0.2765522875816993,PIDD cross-validation,BRL
0.49999999999999994,0.09635416666666669,-0.3020833333333333,PIDD cross-validation,BRL
0.02,0.3351137329931973,0.335671768707483,PIDD cross-validation,EBM
0.03,0.3282323883161512,0.3288230240549828,PIDD cross-validation,EBM
0.039999999999999994,0.32307942708333337,0.3218315972222222,PIDD cross-validation,EBM
0.049999999999999996,0.31818804824561403,0.3146929824561403,PIDD cross-validation,EBM
0.06,0.3124722960992908,0.3074024822695035,PIDD cross-validation,EBM
0.06999999999999999,0.30761368727598565,0.2999551971326165,PIDD cross-validation,EBM
0.07999999999999999,0.3021965579710145,0.2923460144927536,PIDD cross-validation,EBM
0.09,0.29867788461538464,0.28456959706959706,PIDD cross-validation,EBM
0.09999999999999999,0.2939814814814815,0.27662037037037035,PIDD cross-validation,EBM
0.10999999999999999,0.29096441947565543,0.2684925093632959,PIDD cross-validation,EBM
0.11999999999999998,0.2868726325757576,0.2601799242424242,PIDD cross-validation,EBM
0.12999999999999998,0.2842732279693487,0.25167624521072796,PIDD cross-validation,EBM
0.13999999999999999,0.2792514534883721,0.24297480620155038,PIDD cross-validation,EBM
0.14999999999999997,0.2738204656862745,0.2340686274509804,PIDD cross-validation,EBM
0.15999999999999998,0.26791914682539686,0.2249503968253968,PIDD cross-validation,EBM
0.16999999999999996,0.26142068273092367,0.2156124497991968,PIDD cross-validation,EBM
0.17999999999999997,0.25968622967479676,0.20604674796747968,PIDD cross-validation,EBM
0.18999999999999997,0.25466177983539096,0.1962448559670782,PIDD cross-validation,EBM
0.19999999999999996,0.2506510416666667,0.18619791666666666,PIDD cross-validation,EBM
0.20999999999999996,0.24563225210970469,0.17589662447257384,PIDD cross-validation,EBM
0.21999999999999995,0.242053952991453,0.16533119658119658,PIDD cross-validation,EBM
0.22999999999999995,0.2383488906926407,0.15449134199134198,PIDD cross-validation,EBM
0.23999999999999996,0.2355400219298246,0.14336622807017543,PIDD cross-validation,EBM
0.24999999999999994,0.23046875,0.13194444444444445,PIDD cross-validation,EBM
0.25999999999999995,0.22508445945945948,0.12021396396396394,PIDD cross-validation,EBM
0.26999999999999996,0.22295947488584478,0.10816210045662097,PIDD cross-validation,EBM
0.27999999999999997,0.22135416666666669,0.09577546296296297,PIDD cross-validation,EBM
0.29,0.21704445422535212,0.08303990610328632,PIDD cross-validation,EBM
0.3,0.21316964285714285,0.06994047619047611,PIDD cross-validation,EBM
0.31,0.2107487922705314,0.05646135265700475,PIDD cross-validation,EBM
0.31999999999999995,0.20519301470588236,0.042585784313725505,PIDD cross-validation,EBM
0.32999999999999996,0.19986007462686567,0.028296019900497515,PIDD cross-validation,EBM
0.33999999999999997,0.19543087121212127,0.01357323232323232,PIDD cross-validation,EBM
0.35,0.18990384615384615,-0.0016025641025641524,PIDD cross-validation,EBM
0.36,0.18367513020833331,-0.01725260416666674,PIDD cross-validation,EBM
0.36999999999999994,0.17745535714285715,-0.03339947089947082,PIDD cross-validation,EBM
0.37999999999999995,0.17254704301075274,-0.0500672043010752,PIDD cross-validation,EBM
0.38999999999999996,0.16848104508196723,-0.06728142076502724,PIDD cross-validation,EBM
0.39999999999999997,0.15885416666666669,-0.08506944444444442,PIDD cross-validation,EBM
0.41,0.1540872175141243,-0.10346045197740106,PIDD cross-validation,EBM
0.41999999999999993,0.1499191810344828,-0.12248563218390796,PIDD cross-validation,EBM
0.42999999999999994,0.14658717105263158,-0.14217836257309935,PIDD cross-validation,EBM
0.43999999999999995,0.14081101190476192,-0.1625744047619047,PIDD cross-validation,EBM
0.44999999999999996,0.1384943181818182,-0.18371212121212116,PIDD cross-validation,EBM
0.45999999999999996,0.13208912037037038,-0.20563271604938277,PIDD cross-validation,EBM
0.47,0.12522110849056606,-0.22838050314465413,PIDD cross-validation,EBM
0.4799999999999999,0.11338141025641028,-0.2520032051282051,PIDD cross-validation,EBM
0.48999999999999994,0.11185151143790852,-0.2765522875816993,PIDD cross-validation,EBM
0.49999999999999994,0.10937500000000003,-0.3020833333333333,PIDD cross-validation,EBM
0.02,0.14033343291434994,0.14033343291434994,NHANES diabetes cross-validation,EBRO-MH
0.03,0.1314708909856319,0.1314708909856319,NHANES diabetes cross-validation,EBRO-MH
0.039999999999999994,0.12242978175903674,0.12242371276673222,NHANES diabetes cross-validation,EBRO-MH
0.049999999999999996,0.11340071831315235,0.11318606763796099,NHANES diabetes cross-validation,EBRO-MH
0.06,0.10650849064936152,0.10375187686815207,NHANES diabetes cross-validation,EBRO-MH
0.06999999999999999,0.10276174389165714,0.0941148002753365,NHANES diabetes cross-validation,EBRO-MH
0.07999999999999999,0.09838417037930675,0.08426822201745973,NHANES diabetes cross-validation,EBRO-MH
0.09,0.09323572793094315,0.07420523544622301,NHANES diabetes cross-validation,EBRO-MH
0.09999999999999999,0.08865583958439541,0.06391862695118104,NHANES diabetes cross-validation,EBRO-MH
0.10999999999999999,0.08489115500970085,0.053400858714677465,NHANES diabetes cross-validation,EBRO-MH
0.11999999999999998,0.08004780159029667,0.04264405029098062,NHANES diabetes cross-validation,EBRO-MH
0.12999999999999998,0.07547482540136967,0.03163995891501489,NHANES diabetes cross-validation,EBRO-MH
0.13999999999999999,0.06976913553273614,0.02037995843728249,NHANES diabetes cross-validation,EBRO-MH
0.14999999999999997,0.06528379322015021,0.00885501677183878,NHANES diabetes cross-validation,EBRO-MH
0.15999999999999998,0.06059975515951047,-0.002944328266591717,NHANES diabetes cross-validation,EBRO-MH
0.16999999999999996,0.05774551121242673,-0.01502799487221329,NHANES diabetes cross-validation,EBRO-MH
0.17999999999999997,0.052784246435429186,-0.027406385053581728,NHANES diabetes cross-validation,EBRO-MH
0.18999999999999997,0.04927122641297381,-0.04009041449868769,NHANES diabetes cross-validation,EBRO-MH
0.19999999999999996,0.04637317019882019,-0.053091544679921276,NHANES diabetes cross-validation,EBRO-MH
0.20999999999999996,0.043277292719329556,-0.06642181739738862,NHANES diabetes cross-validation,EBRO-MH
0.21999999999999995,0.03961651438164438,-0.08009389197940645,NHANES diabetes cross-validation,EBRO-MH
0.22999999999999995,0.0363817960497008,-0.09412108538173641,NHANES diabetes cross-validation,EBRO-MH
0.23999999999999996,0.033136697982666975,-0.10851741545254873,NHANES diabetes cross-validation,EBRO-MH
0.24999999999999994,0.03087903284538636,-0.1232976476585827,NHANES diabetes cross-validation,EBRO-MH
0.25999999999999995,0.02821589341143635,-0.13847734559991492,NHANES diabetes cross-validation,EBRO-MH
0.26999999999999996,0.026229020823793376,-0.15407292567662612,NHANES diabetes cross-validation,EBRO-MH
0.27999999999999997,0.024579418833296923,-0.17010171631102367,NHANES diabetes cross-validation,EBRO-MH
0.29,0.021919148713561685,-0.18658202217455927,NHANES diabetes cross-validation,EBRO-MH
0.3,0.020204542380640258,-0.2035331939199101,NHANES diabetes cross-validation,EBRO-MH
0.31,0.01953054497439941,-0.22097570397672045,NHANES diabetes cross-validation,EBRO-MH
0.31999999999999995,0.01761578566318378,-0.23893122903520148,NHANES diabetes cross-validation,EBRO-MH
0.32999999999999996,0.016425410635265886,-0.2574227399163239,NHANES diabetes cross-validation,EBRO-MH
0.33999999999999997,0.014693582095810637,-0.27647459961202575,NHANES diabetes cross-validation,EBRO-MH
0.35,0.013663635905278904,-0.29611267037528777,NHANES diabetes cross-validation,EBRO-MH
0.36,0.012758539072172458,-0.3163644308499017,NHANES diabetes cross-validation,EBRO-MH
0.36999999999999994,0.01171488914552057,-0.3372591043554555,NHANES diabetes cross-validation,EBRO-MH
0.37999999999999995,0.01095237759625618,-0.35882779958699507,NHANES diabetes cross-validation,EBRO-MH
0.38999999999999996,0.010016822052768002,-0.3811036651539951,NHANES diabetes cross-validation,EBRO-MH
0.39999999999999997,0.009006384579904356,-0.40412205957322833,NHANES diabetes cross-validation,EBRO-MH
0.41,0.007829617258485995,-0.42792073854904566,NHANES diabetes cross-validation,EBRO-MH
0.41999999999999993,0.007729803439988551,-0.4525400616274775,NHANES diabetes cross-validation,EBRO-MH
0.42999999999999994,0.007065584725049099,-0.4780232206033982,NHANES diabetes cross-validation,EBRO-MH
0.43999999999999995,0.006377643913147518,-0.5044164923998875,NHANES diabetes cross-validation,EBRO-MH
0.44999999999999996,0.00560774888937441,-0.5317695195344309,NHANES diabetes cross-validation,EBRO-MH
0.45999999999999996,0.00490374578205035,-0.5601356217480316,NHANES diabetes cross-validation,EBRO-MH
0.47,0.004417768360533871,-0.5895721429130887,NHANES diabetes cross-validation,EBRO-MH
0.4799999999999999,0.003876685545901191,-0.6201408379691096,NHANES diabetes cross-validation,EBRO-MH
0.48999999999999994,0.0034471876289660884,-0.6519083053802686,NHANES diabetes cross-validation,EBRO-MH
0.49999999999999994,0.0033500837520938024,-0.684946471487874,NHANES diabetes cross-validation,EBRO-MH
0.02,0.14073472954836294,0.14033343291434994,NHANES diabetes cross-validation,LR
0.03,0.13367975391675246,0.1314708909856319,NHANES diabetes cross-validation,LR
0.039999999999999994,0.12776442599470783,0.12242371276673222,NHANES diabetes cross-validation,LR
0.049999999999999996,0.12245821019667366,0.11318606763796099,NHANES diabetes cross-validation,LR
0.06,0.11743732538734376,0.10375187686815207,NHANES diabetes cross-validation,LR
0.06999999999999999,0.11273368556981575,0.0941148002753365,NHANES diabetes cross-validation,LR
0.07999999999999999,0.10750349098992125,0.08426822201745973,NHANES diabetes cross-validation,LR
0.09,0.10297385958299221,0.07420523544622301,NHANES diabetes cross-validation,LR
0.09999999999999999,0.09885983864572462,0.06391862695118104,NHANES diabetes cross-validation,LR
