dataset,method,repeat,seed,fold,n_test,positive_test,threshold,training_time_seconds,rule_count,average_condition_length,initializer_mode,reviewed_rule_count,auc,f1,brier,ece,log_loss,calibration_intercept,calibration_slope
nhanes_ckd,EBRO-MH,0,42,1,376,139,0.3620882362978059,1.7401555359997474,20.0,1.85,hybrid,0,0.6925750538809459,0.5618729096989966,0.2122270395012661,0.0445696500751605,0.6134743573191385,-0.0463167677307776,0.7721041314770125
nhanes_ckd,LR,0,42,1,376,139,0.4362423153840622,0.0144308909998471,,,not_applicable,0,0.7170263788968825,0.5354330708661418,0.2010265846183299,0.0422178933043842,0.5846267369506772,0.0666910128868653,0.9194152277598636
nhanes_ckd,Random Forest,0,42,1,376,139,0.3318832805360251,4.226688967999962,,,not_applicable,0,0.7064019670339677,0.5859872611464968,0.209109115971604,0.0627525099977526,0.607217123282943,-0.0718156884179705,0.7173036790343839
nhanes_ckd,XGBoost,0,42,1,376,139,0.268846360100745,0.5332759979996808,,,not_applicable,0,0.6983881249430836,0.5901639344262295,0.2073319216537499,0.0502996705567824,0.6020749589293372,0.050118516435251,0.9028645366116618
nhanes_ckd,RuleFit,0,42,1,376,139,0.3187707297863811,2.8826103219998918,27.0,2.5185185185185186,not_applicable,0,0.703518198099748,0.5956112852664577,0.2122298598632545,0.0613156066677102,0.6130988327342688,-0.0833681040894987,0.7043645644997066
nhanes_ckd,BRL,0,42,1,376,139,0.420651702136284,3.232140938999692,3.0,1.0,not_applicable,0,0.5666757733054063,0.5555555555555556,0.2274999885072982,0.0088634139222693,0.6462698119934779,-0.060446362275315,0.9540108069119494
nhanes_ckd,EBM,0,42,1,376,139,0.4893310177162647,9.469822197000212,,,not_applicable,0,0.7374252496736788,0.4957264957264957,0.1979939847921473,0.0422642627368538,0.5783321695180311,0.0637908901560847,0.9717062401747654
nhanes_ckd,EBRO-MH,0,42,2,375,138,0.424661135414758,2.3124580859998787,20.0,1.95,hybrid,0,0.6249464929982266,0.4822134387351778,0.2219423926274357,0.0502844255711558,0.6351371837057276,-0.1178407230792766,0.7962348038656146
nhanes_ckd,LR,0,42,2,375,138,0.4689384472976754,0.041391093999664,,,not_applicable,0,0.6919219715036997,0.4979591836734693,0.2067500679334128,0.0748837909335838,0.6062220178359787,-0.1457937331834685,0.7792677987618603
nhanes_ckd,Random Forest,0,42,2,375,138,0.3675174486343276,3.0028581400001717,,,not_applicable,0,0.7088913349232556,0.5681159420289855,0.2046299348828987,0.0552904635295468,0.5965351252389492,-0.0772144735224844,1.061876729009536
nhanes_ckd,XGBoost,0,42,2,375,138,0.4132741938472386,0.6107586789999004,,,not_applicable,0,0.7097474469516298,0.5694915254237288,0.2031266041382595,0.0530429277248692,0.5930905770473097,0.0016488215205431,1.2704153375334553
nhanes_ckd,RuleFit,0,42,2,375,138,0.3716920780716781,2.1381789570000365,29.0,2.6206896551724137,not_applicable,0,0.6917538066409833,0.577639751552795,0.2087452216630342,0.0502377769107977,0.6075508251970257,-0.2189329688950691,0.7562226149376869
nhanes_ckd,BRL,0,42,2,375,138,0.38217480679133,3.4942167910003263,3.0,1.0,not_applicable,0,0.4596404329480829,0.4593301435406698,0.2341149354181161,0.0054936743768111,0.6612024035656124,-2.0086333214290555,-2.82646106565342
nhanes_ckd,EBM,0,42,2,375,138,0.47832266373702,18.9520346559998,,,not_applicable,0,0.6995046780407264,0.5528455284552846,0.2054069108332698,0.0429393716261907,0.6028629334991691,-0.1533113543670404,0.791824582417822
nhanes_ckd,EBRO-MH,0,42,3,375,139,0.4273125937818453,2.3610068919997502,20.0,1.9,hybrid,0,0.7001280331666869,0.4803493449781659,0.2146199132899429,0.0923441365473311,0.6197272508748815,0.5495254235906516,2.3236988754504893
nhanes_ckd,LR,0,42,3,375,139,0.3945564884928905,0.080680736999966,,,not_applicable,0,0.7185709059870748,0.5928338762214984,0.206538586732595,0.0760883217921818,0.6019080188601941,0.3576583313657866,1.944043556876632
nhanes_ckd,Random Forest,0,42,3,375,139,0.4316409685744296,3.027473224000005,,,not_applicable,0,0.7046701621753444,0.5298507462686567,0.2085469972835401,0.0424773997225839,0.6056958732802559,0.2442420279696578,1.6043206387344242
nhanes_ckd,XGBoost,0,42,3,375,139,0.375750819530094,0.4678266669998265,,,not_applicable,0,0.6917449091574198,0.567741935483871,0.214639712560776,0.0724121359495714,0.6192122012381539,0.4743405306921681,2.021455694605087
nhanes_ckd,RuleFit,0,42,3,375,139,0.4284949952295256,2.195730874000219,28.0,2.7857142857142856,not_applicable,0,0.7047006462626509,0.5522388059701493,0.207256481755547,0.0437314166733672,0.6033562129310982,0.2183913435484083,1.5577056069080308
nhanes_ckd,BRL,0,42,3,375,139,0.4000418881040107,3.4308868140001323,3.0,1.0,not_applicable,0,0.5071637605170101,0.3873239436619718,0.2334423494193657,0.0135746286917618,0.6596664550234549,-0.3606707909690143,0.3249796668121475
nhanes_ckd,EBM,0,42,3,375,139,0.3938498499772723,9.899909413999922,,,not_applicable,0,0.7070174368979394,0.5904059040590406,0.2082365834681451,0.0880244510844194,0.6051290772685716,0.4127228889255598,1.8587931059154748
nhanes_ckd,EBRO-MH,0,42,4,375,139,0.4032674741205326,1.7654888249999203,20.0,1.75,hybrid,0,0.6724332398487989,0.5163636363636364,0.213954069740526,0.034139518543867,0.6179167852904082,0.1061959693583865,1.286343215011372
nhanes_ckd,LR,0,42,4,375,139,0.2955310569335422,0.0210164260001874,,,not_applicable,0,0.7462504572613097,0.6082191780821918,0.1918485717661386,0.0517471205364722,0.5674244085075535,0.0287587044082905,1.1482486513156371
nhanes_ckd,Random Forest,0,42,4,375,139,0.4122667304810685,5.036697051999909,,,not_applicable,0,0.7314047067430801,0.6137931034482759,0.1998675530322442,0.0526213641533532,0.5848844828838012,0.2305229377146322,1.547937708001183
nhanes_ckd,XGBoost,0,42,4,375,139,0.3270333831580607,2.074564304999967,,,not_applicable,0,0.6605292037556396,0.5555555555555556,0.2143555524664202,0.0296691129683055,0.6174319707141596,0.0556473437951002,1.0995860992142668
nhanes_ckd,RuleFit,0,42,4,375,139,0.3950681242773203,2.760737700999925,28.0,2.2142857142857144,not_applicable,0,0.726176685770028,0.5574912891986062,0.1993725075963841,0.0483735895227787,0.5832215620093627,0.0982039509092799,1.2077426047301143
nhanes_ckd,BRL,0,42,4,375,139,0.3537296013208739,8.809683098999813,3.0,1.0,not_applicable,0,0.5212016827216194,0.5408560311284046,0.2327975393192538,0.0024113850472812,0.6582982042732068,-0.0169895245182454,0.949554410875277
nhanes_ckd,EBM,0,42,4,375,139,0.2876585242129484,17.509654702999796,,,not_applicable,0,0.7194549445189611,0.5941644562334217,0.1987858399430249,0.0607354400096657,0.5798934030761168,-0.0356877034989906,0.9940101283767224
nhanes_ckd,EBRO-MH,0,42,5,375,139,0.3399153181309065,1.869657313000061,20.0,1.85,hybrid,0,0.6153060602365565,0.5406976744186046,0.2283331545679661,0.063094925871741,0.6480585422299052,-0.2273132350887373,0.5981909064574882
nhanes_ckd,LR,0,42,5,375,139,0.382093947567753,0.0225928750001003,,,not_applicable,0,0.7354286062675284,0.6134185303514377,0.1944916051726461,0.0587202760401208,0.5747906125843141,-0.0416051107402327,1.1463095331438204
nhanes_ckd,Random Forest,0,42,5,375,139,0.3465733613864201,2.841481704999751,,,not_applicable,0,0.7113461772954519,0.577259475218659,0.2006837958063256,0.0485310117256656,0.5869355019513632,-0.125157256587815,1.0120344758595436
nhanes_ckd,XGBoost,0,42,5,375,139,0.4379081294147166,0.457609820000016,,,not_applicable,0,0.7019875624923789,0.5474452554744526,0.2036619325169194,0.0727442654102957,0.5929144322112628,-0.1216368189606951,1.043296740400327
nhanes_ckd,RuleFit,0,42,5,375,139,0.3314956349118955,2.271321210000224,26.0,2.4615384615384617,not_applicable,0,0.7069564687233264,0.5666666666666667,0.2022828527655303,0.0544788823921407,0.5908268020249079,-0.0952310579404622,1.065911651163
nhanes_ckd,BRL,0,42,5,375,139,0.3749677250819559,3.405067960999986,2.0,1.0,not_applicable,0,0.5047097914888428,0.4581005586592179,0.2332547783562008,0.0011288315680414,0.6592707094050066,-0.4148628423379498,0.2178487216280774
nhanes_ckd,EBM,0,42,5,375,139,0.3608980350885704,12.528692012999729,,,not_applicable,0,0.7278380685282283,0.5969230769230769,0.1972309366885225,0.0474161091718042,0.5800595782400235,-0.1753090107322361,0.980478670080572
nhanes_ckd,EBRO-MH,1,123,1,376,139,0.2810137554548314,1.8188604370002397,20.0,1.75,hybrid,0,0.6408797013022492,0.536986301369863,0.2232905181548966,0.0906221472627253,0.6377062717428507,-0.2173318963618998,0.6043431195277731
nhanes_ckd,LR,1,123,1,376,139,0.3825356638519514,0.0283838740001556,,,not_applicable,0,0.7126248368393893,0.5704918032786885,0.1995848534020692,0.0380985353861783,0.5828127614924707,-0.0688071679877397,0.9346599739288044
nhanes_ckd,Random Forest,1,123,1,376,139,0.3813463050676395,2.440536907000024,,,not_applicable,0,0.6738002003460524,0.5484949832775919,0.2147963269566569,0.069161021638913,0.6205560932828083,-0.1823956782665857,0.6717226752286386
nhanes_ckd,XGBoost,1,123,1,376,139,0.3952436424784223,0.4848531699999512,,,not_applicable,0,0.651276447196673,0.5342465753424658,0.2157431479471119,0.0743339749341758,0.6216583589838894,-0.1396211229968607,0.759397270869561
nhanes_ckd,RuleFit,1,123,1,376,139,0.3921743385314853,2.6962065289999373,26.0,2.8846153846153846,not_applicable,0,0.6933794736362809,0.563573883161512,0.2098209506161231,0.0399996999209354,0.6099270091431405,-0.146365308987572,0.7266005702610239
nhanes_ckd,BRL,1,123,1,376,139,0.3958722111630887,3.0058076049999727,2.0,1.0,not_applicable,0,0.4877363931639499,0.3812709030100334,0.2340965332082096,0.0008366734401094,0.6610978929566717,-0.8044278600736596,-0.5017620802082939
nhanes_ckd,EBM,1,123,1,376,139,0.3473289188215849,11.329413626000132,,,not_applicable,0,0.6891297088911149,0.5569620253164557,0.2108430332118486,0.081331280811717,0.6121833531149097,-0.1911091299280989,0.6729711924689308
nhanes_ckd,EBRO-MH,1,123,2,375,138,0.3663570864377809,1.8056346239995944,20.0,1.85,hybrid,0,0.6122576897205406,0.4885993485342019,0.224361246188558,0.0168089261111147,0.6402569754761417,0.0336080238913961,1.1060917369017211
nhanes_ckd,LR,1,123,2,375,138,0.3451615573385057,0.0181247939999593,,,not_applicable,0,0.7234452394056137,0.5850746268656717,0.1953229825236571,0.0486605618676812,0.577511896354694,0.0289792671511546,1.1646651031515192
nhanes_ckd,Random Forest,1,123,2,375,138,0.4537459377895659,2.885307142999864,,,not_applicable,0,0.7234452394056136,0.5525291828793775,0.1975859308572628,0.0455923949143354,0.5789231020694207,0.0065924412655751,1.1323804177210113
nhanes_ckd,XGBoost,1,123,2,375,138,0.3608300437342283,0.516524365999885,,,not_applicable,0,0.6908212560386473,0.5203761755485894,0.2025937824223388,0.06665065903228,0.5907141613448373,-0.0200477358033976,1.0574247738572806
nhanes_ckd,RuleFit,1,123,2,375,138,0.4166374045726451,1.808838239999659,28.0,2.357142857142857,not_applicable,0,0.7185684583868404,0.5579710144927537,0.1981648616424433,0.0338451216207237,0.5813725497832852,-0.0496406118845177,1.0486928951479668
nhanes_ckd,BRL,1,123,2,375,138,0.4146832566185113,4.806788667000092,3.0,1.0,not_applicable,0,0.5274720234819299,0.3940520446096654,0.2318941101351637,0.0042786778431479,0.6564222330611849,-0.0981078331260022,0.8365020718328604
nhanes_ckd,EBM,1,123,2,375,138,0.4560668003186965,17.40294611399986,,,not_applicable,0,0.7419127988748242,0.5714285714285714,0.1903947257398946,0.0467301875035039,0.5632489991650316,-0.0252129002321386,1.0802793594119764
nhanes_ckd,EBRO-MH,1,123,3,375,139,0.3494048120015467,2.040500591999717,20.0,1.7,hybrid,0,0.6150012193634923,0.5222929936305732,0.2264431351647438,0.0578643719646768,0.6442510980392687,-0.1899451104698092,0.6557648530217042
nhanes_ckd,LR,1,123,3,375,139,0.403306315090558,0.0151791729999786,,,not_applicable,0,0.7259480551152298,0.5704697986577181,0.1991623351326875,0.0412174139207731,0.5804893091292427,-0.0237717086360239,1.019766138392163
nhanes_ckd,Random Forest,1,123,3,375,139,0.4926128803385139,2.3871253600000277,,,not_applicable,0,0.70564565296915,0.4890829694323144,0.2043493877843071,0.0532325935016379,0.5955664555321044,0.0107600193936524,1.027929311790162
nhanes_ckd,XGBoost,1,123,3,375,139,0.3922387766866011,0.5197079419999682,,,not_applicable,0,0.6927203999512255,0.5244755244755245,0.2093328164076603,0.0699285530744762,0.6072012236362063,-0.0012754254923747,0.9681165628499612
nhanes_ckd,RuleFit,1,123,3,375,139,0.5429646305144727,1.794009737999659,24.0,2.2916666666666665,not_applicable,0,0.697338739178149,0.4669603524229075,0.2080591990827856,0.0735205231285704,0.6015609343001495,-0.1090889948203093,0.8283729175048553
nhanes_ckd,BRL,1,123,3,375,139,0.3721610308946769,2.9514732709999407,3.0,1.0,not_applicable,0,0.5221619314717718,0.5186915887850467,0.2332205235181954,0.0008912623051342,0.6591973174963313,-0.4146360586382805,0.2186524993988803
nhanes_ckd,EBM,1,123,3,375,139,0.446677947762755,9.543086926999877,,,not_applicable,0,0.7286916229728082,0.5703422053231939,0.1993997906831922,0.07052088525371,0.5846492826704434,-0.0408942687672289,0.9548961223673956
nhanes_ckd,EBRO-MH,1,123,4,375,139,0.420344309382019,4.4922009900001285,20.0,1.75,hybrid,0,0.7139678088038044,0.5757575757575758,0.2026342250226093,0.0407556839921882,0.5929819261369447,0.024447930416811,1.14007276201377
nhanes_ckd,LR,1,123,4,375,139,0.5484517733676674,0.0212605530000473,,,not_applicable,0,0.7403975124984759,0.4757281553398058,0.1925797894975131,0.0644764505812169,0.5727197185813283,0.0830742066643445,0.964408085420883
nhanes_ckd,Random Forest,1,123,4,375,139,0.3575337166772299,5.495871585999794,,,not_applicable,0,0.763443482502134,0.6580645161290323,0.1897002476365304,0.0837192307323047,0.5644536301564843,0.2487937482148927,1.439334041820341
nhanes_ckd,XGBoost,1,123,4,375,139,0.4309030005873004,5.793507256999874,,,not_applicable,0,0.7543592244848188,0.5748987854251012,0.1943405562211249,0.0630326525003518,0.573211745126945,0.3774514428138056,1.5990506629833154
nhanes_ckd,RuleFit,1,123,4,375,139,0.3412057093119099,2.6915077399999063,27.0,2.3703703703703702,not_applicable,0,0.7514937202780149,0.6358024691358025,0.193158729379897,0.0458576190836374,0.5709572835245804,0.1911710744259839,1.3363320379878525
